label,score,id
FAKE,0.5752331614494324,news10573
REAL,0.8873421549797058,news10579
FAKE,0.9994188547134399,news10583
REAL,0.9997667670249939,news10586
FAKE,0.9999674558639526,news10586
FAKE,0.9921464323997498,news10588
REAL,0.868449866771698,news10588
FAKE,0.9999630451202393,news10588
FAKE,0.9576387405395508,news10591
FAKE,0.9999690055847168,news10591
FAKE,0.9991881251335144,news10594
REAL,0.9989380240440369,news10594
REAL,0.9998435974121094,news10597
FAKE,0.9999619722366333,news10597
REAL,0.9975394010543823,news10598
REAL,0.9998584985733032,news10606
FAKE,0.9958792924880981,news10606
REAL,0.9997846484184265,news10614
FAKE,0.9992567896842957,news10614
FAKE,0.9999693632125854,news10620
REAL,0.9996659755706787,news10622
REAL,0.9985154271125793,news10622
REAL,0.9998849630355835,news10622
REAL,0.9995943903923035,news10628
FAKE,0.9996165037155151,news10631
FAKE,0.9982830286026001,news10634
FAKE,0.9999725818634033,news10634
FAKE,0.9996181726455688,news10636
FAKE,0.9999682903289795,news10636
FAKE,0.9999663829803467,news10636
REAL,0.9998832941055298,news10640
REAL,0.9998835325241089,news10641
REAL,0.9998821020126343,news10641
REAL,0.9994749426841736,news10642
REAL,0.9998681545257568,news10643
REAL,0.9996203184127808,news10643
FAKE,0.7941635847091675,news10644
FAKE,0.999188244342804,news10647
REAL,0.9993141889572144,news10647
FAKE,0.999942421913147,news10647
REAL,0.9981542229652405,news10649
FAKE,0.9999144077301025,news10649
REAL,0.9985999464988708,news10650
FAKE,0.8393293023109436,news10650
REAL,0.999313473701477,news10651
REAL,0.9982666969299316,news10652
FAKE,0.9754825830459595,news10652
REAL,0.998228132724762,news10654
REAL,0.9960493445396423,news10657
FAKE,0.992594301700592,news10659
REAL,0.9981077909469604,news10660
FAKE,0.9999701976776123,news10660
FAKE,0.9686010479927063,news10662
FAKE,0.9997283816337585,news10662
REAL,0.9998382329940796,news10663
REAL,0.9998811483383179,news10672
REAL,0.9991931319236755,news10676
FAKE,0.999525785446167,news10684
FAKE,0.9999657869338989,news10685
FAKE,0.9999146461486816,news10685
FAKE,0.9285229444503784,news10685
FAKE,0.9999382495880127,news10685
FAKE,0.9997156262397766,news10688
FAKE,0.9997438788414001,news10688
FAKE,0.9999696016311646,news10688
FAKE,0.9999750852584839,news10688
REAL,0.9995474219322205,news10697
REAL,0.975855827331543,news10697
REAL,0.9765710830688477,news10699
FAKE,0.9994416832923889,news10710
FAKE,0.9992029070854187,news10711
REAL,0.992890477180481,news10716
REAL,0.9983338713645935,news10716
FAKE,0.9996680021286011,news10719
FAKE,0.9998863935470581,news10721
REAL,0.9920210242271423,news10748
FAKE,0.9999692440032959,news10748
FAKE,0.999854326248169,news10753
FAKE,0.9999737739562988,news10753
FAKE,0.9999725818634033,news10754
FAKE,0.7715655565261841,news10758
FAKE,0.9999735355377197,news10758
FAKE,0.9999071359634399,news10762
FAKE,0.9999209642410278,news10762
FAKE,0.999962568283081,news10763
REAL,0.9509435892105103,news10775
REAL,0.9635601043701172,news10775
FAKE,0.9999688863754272,news10775
FAKE,0.9999741315841675,news10775
FAKE,0.9999722242355347,news10777
REAL,0.9994848966598511,news10780
FAKE,0.9999079704284668,news10782
REAL,0.99950110912323,news10792
FAKE,0.9996864795684814,news10797
FAKE,0.9807510375976562,news10797
FAKE,0.9999650716781616,news10799
FAKE,0.9999707937240601,news10799
FAKE,0.9999731779098511,news10799
REAL,0.9998757839202881,news10804
FAKE,0.9996298551559448,news10804
FAKE,0.9997158646583557,news10808
FAKE,0.9994315505027771,news10808
REAL,0.9995881915092468,news10809
REAL,0.9998762607574463,news10822
REAL,0.9998753070831299,news10822
FAKE,0.9999736547470093,news10823
FAKE,0.9993128776550293,news10826
FAKE,0.9890457391738892,news10828
FAKE,0.9105309844017029,news10828
REAL,0.9995682835578918,news10831
FAKE,0.9999375343322754,news10831
REAL,0.9998840093612671,news10836
FAKE,0.9997928738594055,news10839
FAKE,0.9999655485153198,news10839
FAKE,0.9991193413734436,news10843
FAKE,0.9997057318687439,news10857
FAKE,0.9999657869338989,news10857
FAKE,0.9999710321426392,news10857
FAKE,0.999970555305481,news10858
FAKE,0.9999679327011108,news10858
REAL,0.9992595314979553,news10860
REAL,0.9990559220314026,news10863
FAKE,0.9865787625312805,news10866
REAL,0.9994192123413086,news10878
REAL,0.9997888207435608,news10878
REAL,0.9960173964500427,news10883
REAL,0.9942911863327026,news10883
FAKE,0.9811381101608276,news10883
REAL,0.9998654127120972,news10884
REAL,0.9995206594467163,news10884
REAL,0.9998629093170166,news10884
REAL,0.9998583793640137,news10884
REAL,0.9896837472915649,news10884
FAKE,0.9991821646690369,news10886
FAKE,0.9978150129318237,news10886
REAL,0.9998724460601807,news10887
FAKE,0.9835853576660156,news10887
REAL,0.9655987024307251,news10890
REAL,0.9993411898612976,news10890
FAKE,0.9992677569389343,news10890
FAKE,0.9993302822113037,news10894
FAKE,0.9999685287475586,news10900
FAKE,0.999968409538269,news10900
FAKE,0.9999680519104004,news10900
FAKE,0.9999731779098511,news10900
FAKE,0.9999662637710571,news10906
REAL,0.9993917942047119,news10913
FAKE,0.9999748468399048,news10913
FAKE,0.9978906512260437,news10924
FAKE,0.9999722242355347,news10924
FAKE,0.9999731779098511,news10924
FAKE,0.9999749660491943,news10924
FAKE,0.9999711513519287,news10924
FAKE,0.9999738931655884,news10924
FAKE,0.9999724626541138,news10924
FAKE,0.9999740123748779,news10924
FAKE,0.999974250793457,news10924
FAKE,0.9999661445617676,news10926
FAKE,0.9988251328468323,news10926
REAL,0.9997981190681458,news10929
REAL,0.9996929168701172,news10929
FAKE,0.8725023865699768,news10929
FAKE,0.9992203712463379,news10929
FAKE,0.9994551539421082,news10932
FAKE,0.8958560824394226,news10932
FAKE,0.9964481592178345,news10937
REAL,0.9981023669242859,news10937
FAKE,0.9998406171798706,news10937
REAL,0.9984121322631836,news10950
FAKE,0.997165858745575,news10950
REAL,0.9998656511306763,news10950
REAL,0.9983047246932983,news10950
FAKE,0.9782550930976868,news10950
REAL,0.9998799562454224,news10959
REAL,0.9997816681861877,news10959
FAKE,0.5588184595108032,news10972
REAL,0.9998780488967896,news10974
REAL,0.9995583891868591,news10974
REAL,0.9992368221282959,news10974
FAKE,0.9992623925209045,news10980
FAKE,0.9999657869338989,news10980
FAKE,0.9999666213989258,news10986
FAKE,0.9999635219573975,news10987
FAKE,0.9990317821502686,news10988
FAKE,0.9999716281890869,news10988
FAKE,0.9999743700027466,news10988
FAKE,0.9437496066093445,news10989
FAKE,0.999017596244812,news10989
REAL,0.9995195865631104,news10991
REAL,0.9997239708900452,news10994
FAKE,0.9999328851699829,news10995
FAKE,0.9999701976776123,news10995
FAKE,0.9993304014205933,news10997
REAL,0.9998507499694824,news11006
REAL,0.9995068311691284,news11008
REAL,0.9882737398147583,news11008
FAKE,0.9942893981933594,news11015
FAKE,0.9999682903289795,news11015
FAKE,0.9991012811660767,news11017
FAKE,0.6412819623947144,news11017
FAKE,0.999679446220398,news11017
FAKE,0.9959043860435486,news11036
FAKE,0.9960383176803589,news11037
FAKE,0.9999227523803711,news11038
FAKE,0.9999730587005615,news11038
FAKE,0.9999675750732422,news11043
FAKE,0.9995469450950623,news11045
FAKE,0.9996793270111084,news11045
FAKE,0.9972658157348633,news11048
FAKE,0.9997864365577698,news11048
FAKE,0.9995057582855225,news11051
FAKE,0.9999666213989258,news11051
FAKE,0.9310675859451294,news11055
FAKE,0.9770227670669556,news11060
FAKE,0.9999750852584839,news11060
FAKE,0.9989855885505676,news11062
FAKE,0.9999719858169556,news11062
FAKE,0.9999715089797974,news11064
FAKE,0.999972939491272,news11064
FAKE,0.9999738931655884,news11064
FAKE,0.9999744892120361,news11064
FAKE,0.9999731779098511,news11066
FAKE,0.9999260902404785,news11069
FAKE,0.9999676942825317,news11069
REAL,0.9998791217803955,news11072
FAKE,0.9997370839118958,news11072
FAKE,0.999840497970581,news11073
FAKE,0.9998800754547119,news11077
REAL,0.999646782875061,news11082
REAL,0.9985771179199219,news11082
FAKE,0.9997010231018066,news11082
FAKE,0.9711160063743591,news11084
FAKE,0.9785324335098267,news11085
FAKE,0.9999680519104004,news11089
FAKE,0.9999735355377197,news11089
FAKE,0.9999675750732422,news11092
FAKE,0.9999696016311646,news11092
FAKE,0.9978979825973511,news11098
FAKE,0.999966025352478,news11098
REAL,0.998916506767273,news11104
FAKE,0.9999728202819824,news11106
FAKE,0.9999632835388184,news11107
FAKE,0.9999741315841675,news11107
FAKE,0.9785324335098267,news11111
FAKE,0.9983885288238525,news11122
FAKE,0.9984222650527954,news11122
FAKE,0.9998418092727661,news11122
FAKE,0.9921212196350098,news11127
FAKE,0.999123752117157,news11127
REAL,0.9994451403617859,news11128
REAL,0.9997890591621399,news11128
FAKE,0.9999669790267944,news11130
FAKE,0.9999618530273438,news11130
FAKE,0.9998908042907715,news11130
FAKE,0.9999674558639526,news11136
FAKE,0.999971866607666,news11136
FAKE,0.9999641180038452,news11136
FAKE,0.9999743700027466,news11136
REAL,0.9919791221618652,news11139
FAKE,0.9996161460876465,news11139
FAKE,0.9990068078041077,news11144
FAKE,0.9992085099220276,news11153
FAKE,0.9918985366821289,news11154
FAKE,0.997747004032135,news11156
FAKE,0.9992225170135498,news11158
FAKE,0.9995825886726379,news11160
FAKE,0.9979988932609558,news11160
REAL,0.9907020330429077,news11160
FAKE,0.9994503855705261,news11160
FAKE,0.9999656677246094,news11160
FAKE,0.9999635219573975,news11161
REAL,0.9997310042381287,news11162
REAL,0.9998538494110107,news11162
REAL,0.9907613396644592,news11165
REAL,0.9983534812927246,news11165
REAL,0.9960021376609802,news11169
FAKE,0.9999667406082153,news11169
FAKE,0.9993714690208435,news11169
REAL,0.998359739780426,news11169
FAKE,0.9999693632125854,news11169
FAKE,0.9993104934692383,news11171
FAKE,0.9999334812164307,news11171
FAKE,0.9999479055404663,news11174
REAL,0.9200977087020874,news11175
REAL,0.9960863590240479,news11178
FAKE,0.9813944101333618,news11178
REAL,0.9993879795074463,news11178
FAKE,0.9999631643295288,news11178
FAKE,0.5275573134422302,news11182
FAKE,0.999663233757019,news11182
FAKE,0.9999666213989258,news11184
FAKE,0.9999722242355347,news11184
FAKE,0.9999715089797974,news11192
FAKE,0.9999667406082153,news11192
FAKE,0.999107301235199,news11202
FAKE,0.9994939565658569,news11202
FAKE,0.9999639987945557,news11202
FAKE,0.9999651908874512,news11203
FAKE,0.984247088432312,news11203
FAKE,0.9999583959579468,news11203
FAKE,0.9999555349349976,news11203
FAKE,0.9999728202819824,news11203
REAL,0.9998308420181274,news11205
FAKE,0.9995999932289124,news11205
REAL,0.9998599290847778,news11206
FAKE,0.9999110698699951,news11215
FAKE,0.9999537467956543,news11218
FAKE,0.9999510049819946,news11218
FAKE,0.9999493360519409,news11218
FAKE,0.9999539852142334,news11218
REAL,0.9980816841125488,news11218
FAKE,0.9999545812606812,news11218
FAKE,0.9999645948410034,news11218
FAKE,0.9995737671852112,news11221
FAKE,0.9999701976776123,news11221
FAKE,0.9999011754989624,news11222
REAL,0.9987577199935913,news11225
REAL,0.9998812675476074,news11225
REAL,0.7734795808792114,news11225
FAKE,0.9999692440032959,news11232
REAL,0.9980144500732422,news11234
FAKE,0.9940477609634399,news11234
REAL,0.9998781681060791,news11235
FAKE,0.9990251064300537,news11235
FAKE,0.9991282820701599,news11237
FAKE,0.9996932744979858,news11239
FAKE,0.9894947409629822,news11239
REAL,0.9998806715011597,news11243
REAL,0.999702513217926,news11243
REAL,0.9937077760696411,news11245
REAL,0.9991912245750427,news11249
FAKE,0.9994957447052002,news11249
FAKE,0.9997114539146423,news11252
FAKE,0.9814367890357971,news11253
FAKE,0.9998798370361328,news11255
REAL,0.9991104006767273,news11259
FAKE,0.9997474551200867,news11259
FAKE,0.9993526339530945,news11270
FAKE,0.9967030882835388,news11271
REAL,0.9998610019683838,news11271
REAL,0.8221052885055542,news11271
FAKE,0.9999277591705322,news11276
FAKE,0.9988889098167419,news11276
FAKE,0.9950605034828186,news11280
REAL,0.9992799162864685,news11280
REAL,0.997734546661377,news11281
REAL,0.9998701810836792,news11282
FAKE,0.9889523386955261,news11282
FAKE,0.9999679327011108,news11285
FAKE,0.9999719858169556,news11285
FAKE,0.9999597072601318,news11285
FAKE,0.9999597072601318,news11285
FAKE,0.9995818734169006,news11285
FAKE,0.9988549947738647,news11285
REAL,0.9735913276672363,news11285
FAKE,0.9999656677246094,news11285
FAKE,0.9986990690231323,news11288
FAKE,0.9999644756317139,news11288
FAKE,0.9999358654022217,news11294
FAKE,0.9996951818466187,news11294
FAKE,0.9999697208404541,news11294
FAKE,0.9999723434448242,news11294
FAKE,0.9997978806495667,news11294
FAKE,0.9999688863754272,news11294
FAKE,0.9999744892120361,news11294
REAL,0.8618980646133423,news11299
REAL,0.9995761513710022,news11302
REAL,0.9916354417800903,news11302
FAKE,0.9994667172431946,news11302
REAL,0.6985058784484863,news11304
FAKE,0.9999362230300903,news11312
FAKE,0.9998294115066528,news11312
FAKE,0.9995642304420471,news11315
FAKE,0.9973084926605225,news11315
FAKE,0.9999545812606812,news11316
FAKE,0.9999685287475586,news11316
FAKE,0.9999703168869019,news11316
FAKE,0.9999693632125854,news11316
FAKE,0.9977338314056396,news11316
REAL,0.999879002571106,news11321
REAL,0.9992579817771912,news11321
FAKE,0.9998887777328491,news11327
REAL,0.9915974736213684,news11330
FAKE,0.997931957244873,news11330
FAKE,0.9940335154533386,news11333
FAKE,0.9999523162841797,news11333
FAKE,0.9999711513519287,news11333
FAKE,0.9977776408195496,news11333
FAKE,0.9996874332427979,news11333
REAL,0.994209885597229,news11333
REAL,0.9858796000480652,news11333
FAKE,0.9999725818634033,news11333
REAL,0.999884843826294,news11335
FAKE,0.9999709129333496,news11335
FAKE,0.9999630451202393,news11340
FAKE,0.9999470710754395,news11340
REAL,0.9998113512992859,news11341
FAKE,0.9984801411628723,news11341
REAL,0.9998695850372314,news11345
FAKE,0.9999589920043945,news11345
REAL,0.9998573064804077,news11347
FAKE,0.9994949102401733,news11347
FAKE,0.9999622106552124,news11349
FAKE,0.9998273849487305,news11349
FAKE,0.9998260140419006,news11349
FAKE,0.9985576272010803,news11349
REAL,0.9967057108879089,news11349
REAL,0.8752191662788391,news11349
REAL,0.9982401132583618,news11357
FAKE,0.9992576241493225,news11357
FAKE,0.9996576309204102,news11362
FAKE,0.9756774306297302,news11362
FAKE,0.9981591105461121,news11362
FAKE,0.9996882677078247,news11364
FAKE,0.9985840320587158,news11372
FAKE,0.999225378036499,news11374
FAKE,0.9995126724243164,news11374
FAKE,0.9967283010482788,news11374
FAKE,0.9996277093887329,news11376
FAKE,0.9999676942825317,news11376
FAKE,0.9999549388885498,news11376
FAKE,0.999957799911499,news11377
REAL,0.998008668422699,news11378
FAKE,0.9999628067016602,news11378
FAKE,0.9995012283325195,news11387
FAKE,0.9997099041938782,news11387
FAKE,0.9998788833618164,news11387
FAKE,0.9998779296875,news11387
FAKE,0.9995511174201965,news11387
REAL,0.9998558759689331,news11392
REAL,0.9998852014541626,news11393
FAKE,0.9999712705612183,news11405
FAKE,0.999967098236084,news11407
FAKE,0.999974250793457,news11407
FAKE,0.9992213249206543,news11413
REAL,0.8318569660186768,news11420
REAL,0.9988880753517151,news11424
FAKE,0.9998482465744019,news11435
FAKE,0.999599039554596,news11441
FAKE,0.998982846736908,news11444
FAKE,0.8221921920776367,news11449
FAKE,0.9961225390434265,news11449
FAKE,0.999779999256134,news11450
REAL,0.8658163547515869,news11455
FAKE,0.9830974340438843,news11455
REAL,0.9994414448738098,news11461
REAL,0.9996851682662964,news11464
FAKE,0.9999697208404541,news11466
FAKE,0.9995527863502502,news11471
FAKE,0.999962568283081,news11476
FAKE,0.9990455508232117,news11479
FAKE,0.9999468326568604,news11479
FAKE,0.9999692440032959,news11480
REAL,0.9230833053588867,news11482
FAKE,0.9173706769943237,news11485
FAKE,0.999966025352478,news11485
FAKE,0.9993600249290466,news11486
FAKE,0.9989995360374451,news11494
FAKE,0.8051429986953735,news11499
FAKE,0.9967744946479797,news11499
FAKE,0.9985893368721008,news11508
FAKE,0.9999516010284424,news11508
REAL,0.9998759031295776,news11510
FAKE,0.9999692440032959,news11515
FAKE,0.9999738931655884,news11515
REAL,0.9834131002426147,news11516
FAKE,0.999963641166687,news11516
REAL,0.99957674741745,news11528
REAL,0.9998835325241089,news11528
REAL,0.9995410442352295,news11528
FAKE,0.999542236328125,news11536
FAKE,0.9999409914016724,news11536
FAKE,0.9999663829803467,news11536
FAKE,0.999967098236084,news11536
FAKE,0.9999732971191406,news11536
REAL,0.9998588562011719,news11537
FAKE,0.9997453093528748,news11539
FAKE,0.9998403787612915,news11539
REAL,0.9998137354850769,news11542
FAKE,0.9995935559272766,news11542
FAKE,0.9995253086090088,news11554
FAKE,0.9999746084213257,news11554
FAKE,0.9922441840171814,news11564
FAKE,0.99809330701828,news11565
FAKE,0.9999692440032959,news11565
FAKE,0.9997181296348572,news11567
FAKE,0.9999645948410034,news11567
FAKE,0.9999514818191528,news11567
FAKE,0.9998922348022461,news11569
REAL,0.999646782875061,news11570
REAL,0.999467670917511,news11591
FAKE,0.992724597454071,news11594
REAL,0.9995096921920776,news11594
REAL,0.999875545501709,news11594
