id,Label
news11435,REAL
news11441,REAL
news11444,REAL
news11449,REAL
news11450,REAL
news11455,REAL
news11461,REAL
news11464,REAL
news11466,REAL
news11471,REAL
news11476,REAL
news11479,REAL
news11480,REAL
news11482,REAL
news11485,REAL
news11486,REAL
news11494,REAL
news11499,REAL
news11508,REAL
news11510,REAL
news11515,REAL
news11516,REAL
news11528,REAL
news11536,REAL
news11537,REAL
news11539,REAL
news11542,REAL
news11554,REAL
news11564,REAL
news11565,REAL
news11567,REAL
news11569,REAL
news11570,REAL
news11591,REAL
news11594,REAL
news11601,REAL
news11606,REAL
news11607,REAL
news11612,REAL
news11621,REAL
news11622,REAL
news11626,REAL
news11627,REAL
news11631,REAL
news11633,REAL
news11634,REAL
news11636,REAL
news11637,REAL
news11638,REAL
news11640,REAL
news11641,REAL
news11642,REAL
news11647,REAL
news11649,REAL
news11651,REAL
news11652,REAL
news11659,REAL
news11672,REAL
news11673,REAL
news11674,REAL
news11677,REAL
news11689,REAL
news11692,REAL
news11694,REAL
news11708,REAL
news11710,REAL
news11711,REAL
news11713,REAL
news11714,REAL
news11715,REAL
news11718,REAL
news11720,REAL
news11723,REAL
news11732,REAL
news11733,REAL
news11735,REAL
news11736,REAL
news11737,REAL
news11740,REAL
news11751,REAL
news11752,REAL
news11757,REAL
news11764,REAL
news11765,REAL
news11769,REAL
news11774,REAL
news11782,REAL
news11786,REAL
news11788,REAL
news11792,REAL
news11796,REAL
news11800,REAL
news11801,REAL
news11804,REAL
news11807,REAL
news11811,REAL
news11814,REAL
news11818,REAL
news11820,REAL
news11827,REAL
news11828,REAL
news11833,REAL
news11834,REAL
news11843,REAL
news11847,REAL
news11849,REAL
news11851,REAL
news11855,REAL
news11856,REAL
news11861,REAL
news11877,REAL
news11884,REAL
news11890,REAL
news11891,REAL
news11892,REAL
news11894,REAL
news11895,REAL
news11896,REAL
news11906,REAL
news11908,REAL
news11915,REAL
news11919,REAL
news11920,REAL
news11922,REAL
news11924,REAL
news11925,REAL
news11935,REAL
news11939,REAL
news11943,REAL
news11944,REAL
news11947,REAL
news11954,REAL
news11957,REAL
news11960,REAL
news11961,REAL
news11971,REAL
news11974,REAL
news11988,REAL
news11989,REAL
news11990,REAL
news12006,REAL
news12020,REAL
news12021,REAL
news12025,REAL
news12027,REAL
news12032,REAL
news12034,REAL
news12039,REAL
news12040,REAL
news12041,REAL
news12047,REAL
news12049,REAL
news12054,REAL
news12059,REAL
news12062,REAL
news12071,REAL
news12079,REAL
news12080,REAL
news12084,REAL
news12088,REAL
news12089,REAL
news12094,REAL
news12096,REAL
news12098,REAL
news12105,REAL
news12111,REAL
news12114,REAL
news12131,REAL
news12133,REAL
news12138,REAL
news12140,REAL
news12148,REAL
news12154,REAL
news12156,REAL
news12157,REAL
news12160,REAL
news12165,REAL
news12170,REAL
news12171,REAL
news12173,REAL
news12178,REAL
news12179,REAL
news12187,REAL
news12189,REAL
news12198,REAL
news12199,REAL
news12204,REAL
news12211,REAL
news12212,REAL
news12215,REAL
news12216,REAL
news12219,REAL
news12221,REAL
news12233,REAL
news12241,REAL
news12242,REAL
news12244,REAL
news12246,REAL
news12248,REAL
news12250,REAL
news12253,REAL
news12254,REAL
news12260,REAL
news12268,REAL
news12272,REAL
news12275,REAL
news12276,REAL
news12278,REAL
news12279,REAL
news12284,REAL
news12291,REAL
news12293,REAL
news12294,REAL
news12298,REAL
news12309,REAL
news12311,REAL
news12312,REAL
news12314,REAL
news12323,REAL
news12326,REAL
news12341,REAL
news12344,REAL
news12347,REAL
news12352,REAL
news12354,REAL
news12359,REAL
news12360,REAL
news12363,REAL
news12366,REAL
news12371,REAL
news12374,REAL
news12380,REAL
news12382,REAL
news12386,REAL
news12389,REAL
news12390,REAL
news12392,REAL
news12402,REAL
news12410,REAL
news12430,REAL
news12432,REAL
news12436,REAL
news12444,REAL
news12449,REAL
news12451,REAL
news12452,REAL
news12456,REAL
news12460,REAL
news12461,REAL
news12462,REAL
news12468,REAL
news12471,REAL
news12477,REAL
news12478,REAL
news12483,REAL
news12489,REAL
news12490,REAL
news12493,REAL
news12496,REAL
news12497,REAL
news12500,REAL
news12505,REAL
news12509,REAL
news12514,REAL
news12517,REAL
news12522,REAL
news12527,REAL
news12534,REAL
news12538,REAL
news12542,REAL
news12546,REAL
news12564,REAL
news12572,REAL
news12573,REAL
news12577,REAL
news12579,REAL
news12581,REAL
news12584,REAL
news12587,REAL
news12591,REAL
news12598,REAL
news12600,REAL
news12601,REAL
news12603,REAL
news12614,REAL
news12619,REAL
news12622,REAL
news12628,REAL
news12629,REAL
news12631,REAL
news12643,REAL
news12644,REAL
news12646,REAL
news12647,REAL
news12648,REAL
news12653,REAL
news12656,REAL
news12657,REAL
news12670,REAL
news12673,REAL
news12693,REAL
news12701,REAL
news12706,REAL
news12707,REAL
news12715,REAL
news12717,REAL
news12723,REAL
news12727,REAL
news12728,REAL
news12732,REAL
news12733,REAL
news12743,REAL
news12750,REAL
news12755,REAL
news12757,REAL
news12758,REAL
news12760,REAL
news12762,REAL
news12771,REAL
news12778,REAL
news12784,REAL
news12785,REAL
news12797,REAL
news12802,REAL
news12807,REAL
news12812,REAL
news12816,REAL
news12819,REAL
news12827,REAL
news12830,REAL
news12832,REAL
news12835,REAL
news12838,REAL
news12839,REAL
news12845,REAL
news12852,REAL
news12856,REAL
news12858,REAL
news12859,REAL
news12863,REAL
news12864,REAL
news12868,REAL
news12870,REAL
news12878,REAL
news12883,REAL
news12886,REAL
news12889,REAL
news12892,REAL
news12896,REAL
news12899,REAL
news12902,REAL
news12905,REAL
news12914,REAL
news12919,REAL
news12925,REAL
news12937,REAL
news12944,REAL
news12947,REAL
news12948,REAL
news12952,REAL
news12955,REAL
news12957,REAL
news12966,REAL
news12969,REAL
news12970,REAL
news12971,REAL
news12977,REAL
news12996,REAL
news12998,REAL
news13001,REAL
news13003,REAL
news13006,REAL
news13008,REAL
news13012,REAL
news13013,REAL
news13017,REAL
news13022,REAL
news13025,REAL
news13029,REAL
news13031,REAL
news13032,REAL
news13034,REAL
news13036,REAL
news13049,REAL
news13051,REAL
news13052,REAL
news13053,REAL
news13065,REAL
news13066,REAL
news13094,REAL
news13097,REAL
news13098,REAL
news13101,REAL
news13103,REAL
news13104,REAL
news13105,REAL
news13106,REAL
news13120,REAL
news13122,REAL
news13133,REAL
news13134,REAL
news13137,REAL
news13139,REAL
news13144,REAL
news13145,REAL
news13149,REAL
news13156,REAL
news13158,REAL
news13163,REAL
news13165,REAL
news13166,REAL
news13170,REAL
news13171,REAL
news13177,REAL
news13178,REAL
news13179,REAL
news13180,REAL
news13185,REAL
news13190,REAL
news13191,REAL
news13192,REAL
news13193,REAL
news13198,REAL
news13199,REAL
news13203,REAL
news13208,REAL
news13209,REAL
news13223,REAL
news13226,REAL
news13228,REAL
news13234,REAL
news13238,REAL
news13240,REAL
news13241,REAL
news13242,REAL
news13244,REAL
news13246,REAL
news13250,REAL
news13254,REAL
news13258,REAL
news13259,REAL
news13261,REAL
news13269,REAL
news13274,REAL
news13275,REAL
news13281,REAL
news13284,REAL
news13289,REAL
news13299,REAL
news13300,REAL
news13301,REAL
news13303,REAL
news13308,REAL
news13315,REAL
news13316,REAL
news13324,REAL
news13331,REAL
news13335,REAL
news13338,REAL
news13340,REAL
news13341,REAL
news13342,REAL
news13348,REAL
news13353,REAL
news13360,REAL
news13361,REAL
news13362,REAL
news13364,REAL
news13368,REAL
news13369,REAL
news13370,REAL
news13372,REAL
news13373,REAL
news13376,REAL
news13377,REAL
news13380,REAL
news13383,REAL
news13386,REAL
news13398,REAL
news13403,REAL
news13407,REAL
news13408,REAL
news13416,REAL
news13425,REAL
news13437,REAL
news13441,REAL
news13443,REAL
news13447,REAL
news13450,REAL
news13458,REAL
news13459,REAL
news13461,REAL
news13463,REAL
news13464,REAL
news13466,REAL
news13475,REAL
news13479,REAL
news13486,REAL
news13487,REAL
news13493,REAL
news13497,REAL
news13499,REAL
news13508,REAL
news13512,REAL
news13513,REAL
news13517,REAL
news13523,REAL
news13541,REAL
news13543,REAL
news13544,REAL
news13554,REAL
news13556,REAL
news13560,REAL
news13561,REAL
news13563,REAL
news13566,REAL
news13573,REAL
news13580,REAL
news13585,REAL
news13589,REAL
news13594,REAL
news13599,REAL
news13604,REAL
news13606,REAL
news13612,REAL
news13614,REAL
news13620,REAL
news13621,REAL
news13622,REAL
news13630,REAL
news13636,REAL
news13642,REAL
news13645,REAL
news13655,REAL
news13665,REAL
news13666,REAL
news13668,REAL
news13676,REAL
news13677,REAL
news13687,REAL
news13688,REAL
news13692,REAL
news13693,REAL
news13694,REAL
news13709,REAL
news13711,REAL
news13715,REAL
news13718,REAL
news13720,REAL
news13721,REAL
news13732,REAL
news13735,REAL
news13739,REAL
news13752,REAL
news13756,REAL
news13757,REAL
news13761,REAL
news13763,REAL
news13767,REAL
news13770,REAL
news13772,REAL
news13780,REAL
news13784,REAL
news13785,REAL
news13797,REAL
news13798,REAL
news13800,REAL
news13802,REAL
news13805,REAL
news13806,REAL
news13807,REAL
news13810,REAL
news13811,REAL
news13812,REAL
news13821,REAL
news13824,REAL
news13830,REAL
news13834,REAL
news13835,REAL
news13841,REAL
news13842,REAL
news13845,REAL
news13849,REAL
news13850,REAL
news13851,REAL
news13855,REAL
news13861,REAL
news13862,REAL
news13872,REAL
news13876,REAL
news13891,REAL
news13894,REAL
news13902,REAL
news13903,REAL
news13904,REAL
news13905,REAL
news13909,REAL
news13920,REAL
news13923,REAL
news13938,REAL
news13939,REAL
news13942,REAL
news13948,REAL
news13950,REAL
news13951,REAL
news13952,REAL
news13956,REAL
news13959,REAL
news13966,REAL
news13967,REAL
news13976,REAL
news13978,REAL
news13980,REAL
news13981,REAL
news13982,REAL
news13983,REAL
news13985,REAL
news13986,REAL
news13992,REAL
news13999,REAL
news14002,REAL
news14009,REAL
news14019,REAL
news14023,REAL
news14025,REAL
news14026,REAL
news14030,REAL
news14032,REAL
news14038,REAL
news14043,REAL
news14045,REAL
news14047,REAL
news14057,REAL
news14060,REAL
news14063,REAL
news14066,REAL
news14067,REAL
news14072,REAL
news14074,REAL
news14083,REAL
news14085,REAL
news14087,REAL
news14092,REAL
news14093,REAL
news14096,REAL
news14097,REAL
news14107,REAL
news14110,REAL
news14111,REAL
news14113,REAL
news14126,REAL
news14140,REAL
news14146,REAL
news14147,REAL
news14154,REAL
news14155,REAL
news14162,REAL
news14168,REAL
news14169,REAL
news14174,REAL
news14175,REAL
news14179,REAL
news14180,REAL
news14181,REAL
news14184,REAL
news14193,REAL
news14198,REAL
news14202,REAL
news14209,REAL
news14211,REAL
news14212,REAL
news14215,REAL
news14219,REAL
news14221,REAL
news14224,REAL
news14228,REAL
news14238,REAL
news14254,REAL
news14259,REAL
news14261,REAL
news14265,REAL
news14269,REAL
news14271,REAL
news14273,REAL
news14276,REAL
news14282,REAL
news14285,REAL
news14295,REAL
news14296,REAL
news14300,REAL
news14302,REAL
news14303,REAL
news14304,REAL
news14312,REAL
news14326,REAL
news14329,REAL
news14331,REAL
news14340,REAL
news14342,REAL
news14349,REAL
news14355,REAL
news14373,REAL
news14377,REAL
news14381,REAL
news14389,REAL
news14393,REAL
news14395,REAL
news14397,REAL
news14401,REAL
news14403,REAL
news14409,REAL
news14418,REAL
news14419,REAL
news14422,REAL
news14423,REAL
news14424,REAL
news14426,REAL
news14427,REAL
news14431,REAL
news14436,REAL
news14443,REAL
news14444,REAL
news14447,REAL
news14451,REAL
news14453,REAL
news14459,REAL
news14462,REAL
news14464,REAL
news14467,REAL
news14473,REAL
news14476,REAL
news14477,REAL
news14478,REAL
news14481,REAL
news14488,REAL
news14491,REAL
news14496,REAL
news14497,REAL
news14500,REAL
news14502,REAL
news14506,REAL
news14509,REAL
news14511,REAL
news14516,REAL
news14519,REAL
news14520,REAL
news14525,REAL
news14528,REAL
news14533,REAL
news14535,REAL
news14541,REAL
news14549,REAL
news14550,REAL
news14552,REAL
news14557,REAL
news14564,REAL
news14569,REAL
news14570,REAL
news14571,REAL
news14573,REAL
news14576,REAL
news14577,REAL
news14582,REAL
news14583,REAL
news14585,REAL
news14586,REAL
news14588,REAL
news14597,REAL
news14599,REAL
news14601,REAL
news14602,REAL
news14605,REAL
news14608,REAL
news14609,REAL
news14612,REAL
news14615,REAL
news14620,REAL
news14630,REAL
news14632,REAL
news14636,REAL
news14637,REAL
news14645,REAL
news14649,REAL
news14658,REAL
news14659,REAL
news14665,REAL
news14667,REAL
news14669,REAL
news14670,REAL
news14672,REAL
news14674,REAL
news14676,REAL
news14680,REAL
news14684,REAL
news14686,REAL
news14691,REAL
news14712,REAL
news14717,REAL
news14718,REAL
news14724,REAL
news14729,REAL
news14740,REAL
news14742,REAL
news14745,REAL
news14746,REAL
news14748,REAL
news14750,REAL
news14751,REAL
news14752,REAL
news14758,REAL
news14764,REAL
news14765,REAL
news14767,REAL
news14770,REAL
news14772,REAL
news14777,REAL
news14778,REAL
news14789,REAL
news14791,REAL
news14792,REAL
news14800,REAL
news14801,REAL
news14806,REAL
news14807,REAL
news14811,REAL
news14814,REAL
news14817,REAL
news14820,REAL
news14821,REAL
news14823,REAL
news14825,REAL
news14827,REAL
news14828,REAL
news14829,REAL
news14832,REAL
news14839,REAL
news14841,REAL
news14842,REAL
news14843,REAL
news14852,REAL
news14853,REAL
news14856,REAL
news14859,REAL
news14863,REAL
news14869,REAL
news14875,REAL
news14876,REAL
news14886,REAL
news14887,REAL
news14889,REAL
news14899,REAL
news14903,REAL
news14905,REAL
news14907,REAL
news14916,REAL
news14917,REAL
news14920,REAL
news14924,REAL
news14927,REAL
news14928,REAL
news14932,REAL
news14933,REAL
news14934,REAL
news14941,REAL
news14942,REAL
news14944,REAL
news14945,REAL
news14946,REAL
news14947,REAL
news14948,REAL
news14949,REAL
news14957,REAL
news14959,REAL
news14963,REAL
news14966,REAL
news14968,REAL
news14969,REAL
news14978,REAL
news14979,REAL
news14983,REAL
news14985,REAL
news14991,REAL
news15002,REAL
news15003,REAL
news15004,REAL
news15005,REAL
news15009,REAL
news15013,REAL
news15017,REAL
news15020,REAL
news15030,REAL
news15032,REAL
news15033,REAL
news15042,REAL
news15045,REAL
news15048,REAL
news15049,REAL
news15067,REAL
news15070,REAL
news15084,REAL
news15087,REAL
news15095,REAL
news15096,REAL
news15097,REAL
news15098,REAL
news15100,REAL
news15101,REAL
news15103,REAL
news15104,REAL
news15105,REAL
news15111,REAL
news15112,REAL
news15116,REAL
news15129,REAL
news15134,REAL
news15141,REAL
news15143,REAL
news15145,REAL
news15152,REAL
news15163,REAL
news15170,REAL
news15172,REAL
news15177,REAL
news15178,REAL
news15186,REAL
news15187,REAL
news15188,REAL
news15189,REAL
news15192,REAL
news15193,REAL
news15199,REAL
news15203,REAL
news15204,REAL
news15205,REAL
news15206,REAL
news15208,REAL
news15209,REAL
news15220,REAL
news15225,REAL
news15231,REAL
news15232,REAL
news15233,REAL
news15241,REAL
news15244,REAL
news15245,REAL
news15247,REAL
news15252,REAL
news15258,REAL
news15262,REAL
news15263,REAL
news15264,REAL
news15266,REAL
news15269,REAL
news15270,REAL
news15277,REAL
news15278,REAL
news15279,REAL
news15285,REAL
news15295,REAL
news15297,REAL
news15298,REAL
news15302,REAL
news15311,REAL
news15316,REAL
news15318,REAL
news15319,REAL
news15322,REAL
news15324,REAL
news15326,REAL
news15332,REAL
news15335,REAL
news15343,REAL
news15344,REAL
news15347,REAL
news15348,REAL
news15353,REAL
news15354,REAL
news15355,REAL
news15360,REAL
news15365,REAL
news15367,REAL
news15368,REAL
news15369,REAL
news15375,REAL
news15376,REAL
news15377,REAL
news15380,REAL
news15386,REAL
news15393,REAL
news15395,REAL
news15396,REAL
news15399,REAL
news15403,REAL
news15405,REAL
news15410,REAL
news15425,REAL
news15428,REAL
news15433,REAL
news15439,REAL
news15442,REAL
news15443,REAL
news15453,REAL
news15461,REAL
news15464,REAL
news15466,REAL
news15474,REAL
news15476,REAL
news15481,REAL
news15483,REAL
news15486,REAL
news15494,REAL
news15499,REAL
news15506,REAL
news15510,REAL
news15512,REAL
news15513,REAL
news15516,REAL
news15520,REAL
news15524,REAL
news15525,REAL
news15526,REAL
news15529,REAL
news15531,REAL
news15534,REAL
news15536,REAL
news15538,REAL
news15544,REAL
news15548,REAL
news15549,REAL
news15550,REAL
news15552,REAL
news15555,REAL
news15556,REAL
news15558,REAL
news15561,REAL
news15563,REAL
news15569,REAL
news15570,REAL
news15575,REAL
news15577,REAL
news15581,REAL
news15585,REAL
news15589,REAL
news15591,REAL
news15592,REAL
news15593,REAL
news15598,REAL
news15602,REAL
news15605,REAL
news15606,REAL
news15607,REAL
news15611,REAL
news15618,REAL
news15627,REAL
news15633,REAL
news15636,REAL
news15643,REAL
news15650,REAL
news15652,REAL
news15653,REAL
news15656,REAL
news15658,REAL
news15660,REAL
news15662,REAL
news15666,REAL
news15668,REAL
news15682,REAL
news15683,REAL
news15684,REAL
news15685,REAL
news15697,REAL
news15699,REAL
news15703,REAL
news15705,REAL
news15709,REAL
news15711,REAL
news15713,REAL
news15722,REAL
news15725,REAL
news15727,REAL
news15730,REAL
news15734,REAL
news15743,REAL
news15749,REAL
news15750,REAL
news15752,REAL
news15753,REAL
news15756,REAL
news15759,REAL
news15761,REAL
news15776,REAL
news15779,REAL
news15780,REAL
news15784,REAL
news15792,REAL
news15793,REAL
news15795,REAL
news15802,REAL
news15809,REAL
news15813,REAL
news15817,REAL
news15818,REAL
news15824,REAL
news15829,REAL
news15833,REAL
news15835,REAL
news15836,REAL
news15837,REAL
news15840,REAL
news15842,REAL
news15857,REAL
news15858,REAL
news15861,REAL
news15862,REAL
news15863,REAL
news15864,REAL
news15865,REAL
news15872,REAL
news15878,REAL
news15881,REAL
news15883,REAL
news15885,REAL
news15887,REAL
news15891,REAL
news15892,REAL
news15895,REAL
news15897,REAL
news15899,REAL
news15902,REAL
news15905,REAL
news15906,REAL
news15909,REAL
news15911,REAL
news15916,REAL
news15920,REAL
news15921,REAL
news15924,REAL
news15929,REAL
news15931,REAL
news15933,REAL
news15936,REAL
news15943,REAL
news15947,REAL
news15949,REAL
news15955,REAL
news15956,REAL
news15957,REAL
news15959,REAL
news15967,REAL
news15968,REAL
news15980,REAL
news15983,REAL
news15985,REAL
news15988,REAL
news15992,REAL
news15996,REAL
news15998,REAL
news16009,REAL
news16012,REAL
news16018,REAL
news16024,REAL
news16025,REAL
news16027,REAL
news16038,REAL
news16047,REAL
news16048,REAL
news16051,REAL
news16054,REAL
news16057,REAL
news16063,REAL
news16069,REAL
news16082,REAL
news16083,REAL
news16084,REAL
news16089,REAL
news16094,REAL
news16099,REAL
news16101,REAL
news16105,REAL
news16110,REAL
news16113,REAL
news16122,REAL
news16125,REAL
news16126,REAL
news16137,REAL
news16143,REAL
news16148,REAL
news16152,REAL
news16153,REAL
news16164,REAL
news16166,REAL
news16175,REAL
news16178,REAL
news16179,REAL
news16194,REAL
news16199,REAL
news16205,REAL
news16208,REAL
news16212,REAL
news16218,REAL
news16219,REAL
news16224,REAL
news16228,REAL
news16229,REAL
news16234,REAL
news16235,REAL
news16236,REAL
news16248,REAL
news16262,REAL
news16267,REAL
news16268,REAL
news16269,REAL
news16270,REAL
news16274,REAL
news16279,REAL
news16280,REAL
news16287,REAL
news16291,REAL
news16292,REAL
news16294,REAL
news16301,REAL
news16303,REAL
news16304,REAL
news16305,REAL
news16309,REAL
news16312,REAL
news16315,REAL
news16316,REAL
news16317,REAL
news16323,REAL
news16324,REAL
news16330,REAL
news16334,REAL
news16336,REAL
news16339,REAL
news16341,REAL
news16351,REAL
news16353,REAL
news16354,REAL
news16356,REAL
news16357,REAL
news16361,REAL
news16364,REAL
news16370,REAL
news16371,REAL
news16375,REAL
news16386,REAL
news16388,REAL
news16391,REAL
news16397,REAL
news16404,REAL
news16405,REAL
news16407,REAL
news16416,REAL
news16417,REAL
news16418,REAL
news16424,REAL
news16433,REAL
news16439,REAL
news16454,REAL
news16460,REAL
news16461,REAL
news16464,REAL
news16470,REAL
news16471,REAL
news16475,REAL
news16479,REAL
news16481,REAL
news16482,REAL
news16500,REAL
news16504,REAL
news16510,REAL
news16511,REAL
news16513,REAL
news16519,REAL
news16520,REAL
news16522,REAL
news16526,REAL
news16530,REAL
news16531,REAL
news16536,REAL
news16542,REAL
news16547,REAL
news16549,REAL
news16552,REAL
news16554,REAL
news16555,REAL
news16557,REAL
news16559,REAL
news16567,REAL
news16579,REAL
news16580,REAL
news16581,REAL
news16583,REAL
news16591,REAL
news16597,REAL
news16603,REAL
news16604,REAL
news16607,REAL
news16614,REAL
news16616,REAL
news16617,REAL
news16620,REAL
news16622,REAL
news16625,REAL
news16627,REAL
news16633,REAL
news16634,REAL
news16638,REAL
news16640,REAL
news16648,REAL
news16650,REAL
news16663,REAL
news16667,REAL
news16672,REAL
news16677,REAL
news16678,REAL
news16679,REAL
news16683,REAL
news16684,REAL
news16689,REAL
news16691,REAL
news16694,REAL
news16697,REAL
news16698,REAL
news16704,REAL
news16709,REAL
news16710,REAL
news16721,REAL
news16723,REAL
news16724,REAL
news16725,REAL
news16731,REAL
news16733,REAL
news16736,REAL
news16737,REAL
news16738,REAL
news16746,REAL
news16754,REAL
news16757,REAL
news16761,REAL
news16764,REAL
news16766,REAL
news16767,REAL
news16770,REAL
news16772,REAL
news16774,REAL
news16775,REAL
news16780,REAL
news16781,REAL
news16784,REAL
news16789,REAL
news16792,REAL
news16794,REAL
news16805,REAL
news16807,REAL
news16809,REAL
news16814,REAL
news16816,REAL
news16820,REAL
news16823,REAL
news16824,REAL
news16825,REAL
news16829,REAL
news16830,REAL
news16833,REAL
news16838,REAL
news16839,REAL
news16844,REAL
news16853,REAL
news16858,REAL
news16860,REAL
news16863,REAL
news16864,REAL
news16870,REAL
news16873,REAL
news16876,REAL
news16888,REAL
