nombre_equipo,nit,news_id,participacion,categoria,recomendacion
Goofy_Goobers,901568733,news13342,Sector,regulación,1
Goofy_Goobers,901568733,news65005,Sector,alianza,2
Goofy_Goobers,901568733,news96223,Sector,alianza,3
Goofy_Goobers,901568733,news40436,Sector,regulación,4
Goofy_Goobers,901568733,news44311,Sector,regulación,5
Goofy_Goobers,901568733,news44310,Sector,regulación,6
Goofy_Goobers,901568733,news96211,Sector,regulación,7
Goofy_Goobers,901568733,news13361,Sector,alianza,8
Goofy_Goobers,901568733,news98425,Sector,regulación,9
Goofy_Goobers,901568733,news17111,Sector,alianza,10
Goofy_Goobers,901568733,news96229,Sector,regulación,11
Goofy_Goobers,901568733,news11235,Sector,alianza,12
Goofy_Goobers,901568733,news17955,Sector,regulación,13
Goofy_Goobers,901568733,news96206,Sector,alianza,14
Goofy_Goobers,901568733,news96221,Sector,macroeconomía,15
Goofy_Goobers,901568733,news65783,Sector,regulación,16
Goofy_Goobers,901568733,news96219,Sector,regulación,17
Goofy_Goobers,901568733,news26617,Sector,reputación,18
Goofy_Goobers,901568733,news76066,Sector,regulación,19
Goofy_Goobers,901568733,news96201,Sector,regulación,20
Goofy_Goobers,901567890,news96924,Sector,alianza,1
Goofy_Goobers,901567890,news96923,Cliente,alianza,2
Goofy_Goobers,901567890,news96925,Cliente,regulación,3
Goofy_Goobers,901567890,news95826,Cliente,regulación,4
Goofy_Goobers,901567890,news11270,Sector,alianza,5
Goofy_Goobers,901567890,news87925,Cliente,regulación,6
Goofy_Goobers,901567890,news96902,Cliente,regulación,7
Goofy_Goobers,901567890,news86649,Cliente,macroeconomía,8
Goofy_Goobers,901567890,news31043,Sector,alianza,9
Goofy_Goobers,901567890,news96907,Cliente,macroeconomía,10
Goofy_Goobers,901567890,news13364,Sector,alianza,11
Goofy_Goobers,901567890,news96908,Cliente,regulación,12
Goofy_Goobers,901567890,news17461,Sector,regulación,13
Goofy_Goobers,901567890,news13721,Sector,alianza,14
Goofy_Goobers,901567890,news96914,Cliente,regulación,15
Goofy_Goobers,901567890,news14869,Sector,regulación,16
Goofy_Goobers,901567890,news96903,Cliente,regulación,17
Goofy_Goobers,901567890,news96901,Cliente,alianza,18
Goofy_Goobers,901567890,news96913,Sector,alianza,19
Goofy_Goobers,901567890,news96919,Cliente,regulación,20
Goofy_Goobers,901567890,news98971,Sector,alianza,21
Goofy_Goobers,901567890,news98004,Sector,descartable,22
Goofy_Goobers,901564490,news11461,Cliente,alianza,1
Goofy_Goobers,901564490,news11464,Sector,alianza,2
Goofy_Goobers,901564490,news58983,Cliente,regulación,3
Goofy_Goobers,901564490,news97631,Cliente,regulación,4
Goofy_Goobers,901564490,news67440,Cliente,alianza,5
Goofy_Goobers,901564490,news57873,Cliente,regulación,6
Goofy_Goobers,901564490,news97634,Cliente,alianza,7
Goofy_Goobers,901564490,news40766,Sector,regulación,8
Goofy_Goobers,901564490,news14869,Cliente,regulación,9
Goofy_Goobers,901564490,news39873,Cliente,reputación,10
Goofy_Goobers,901564490,news21435,Sector,regulación,11
Goofy_Goobers,901564490,news18741,Cliente,regulación,12
Goofy_Goobers,901564490,news40754,Cliente,alianza,13
Goofy_Goobers,901564490,news14717,Cliente,alianza,14
Goofy_Goobers,901564490,news97625,Sector,regulación,15
Goofy_Goobers,901564490,news95291,Sector,reputación,16
Goofy_Goobers,901564490,news38101,Sector,reputación,17
Goofy_Goobers,901564490,news15512,Sector,regulación,18
Goofy_Goobers,901564490,news11455,Sector,alianza,19
Goofy_Goobers,901564490,news37972,Sector,reputación,20
Goofy_Goobers,901564490,news97630,Cliente,descartable,21
Goofy_Goobers,901564490,news40761,Cliente,descartable,22
Goofy_Goobers,901564490,news97626,Cliente,descartable,23
Goofy_Goobers,901564490,news40764,Cliente,descartable,24
Goofy_Goobers,901564490,news40757,Sector,descartable,25
Goofy_Goobers,901563926,news99017,Cliente,regulación,1
Goofy_Goobers,901563926,news62449,Sector,regulación,2
Goofy_Goobers,901563926,news99019,Sector,regulación,3
Goofy_Goobers,901563926,news23951,Sector,regulación,4
Goofy_Goobers,901563926,news99000,Sector,macroeconomía,5
Goofy_Goobers,901563926,news19244,Cliente,regulación,6
Goofy_Goobers,901563926,news96902,Cliente,regulación,7
Goofy_Goobers,901563926,news98999,Sector,regulación,8
Goofy_Goobers,901563926,news96725,Cliente,regulación,9
Goofy_Goobers,901563926,news98998,Sector,regulación,10
Goofy_Goobers,901563926,news18929,Sector,regulación,11
Goofy_Goobers,901563926,news64232,Cliente,regulación,12
Goofy_Goobers,901563926,news99013,Sector,regulación,13
Goofy_Goobers,901563926,news99006,Sector,regulación,14
Goofy_Goobers,901563926,news99004,Sector,regulación,15
Goofy_Goobers,901563926,news99015,Sector,regulación,16
Goofy_Goobers,901563926,news96721,Sector,regulación,17
Goofy_Goobers,901563926,news96740,Sector,reputación,18
Goofy_Goobers,901563926,news99030,Sector,regulación,19
Goofy_Goobers,901563926,news38937,Sector,reputación,20
Goofy_Goobers,901563926,news31233,Sector,alianza,21
Goofy_Goobers,901563926,news96738,Sector,reputación,22
Goofy_Goobers,901563926,news44308,Sector,alianza,23
Goofy_Goobers,901563926,news96734,Cliente,descartable,24
Goofy_Goobers,901563926,news37171,Cliente,descartable,25
Goofy_Goobers,901563926,news96741,Sector,descartable,26
Goofy_Goobers,901563926,news99007,Sector,descartable,27
Goofy_Goobers,901563926,news96737,Sector,descartable,28
Goofy_Goobers,901562686,news51383,Cliente,alianza,1
Goofy_Goobers,901562686,news13692,Cliente,alianza,2
Goofy_Goobers,901562686,news57151,Cliente,alianza,3
Goofy_Goobers,901562686,news99080,Sector,alianza,4
Goofy_Goobers,901562686,news95823,Sector,regulación,5
Goofy_Goobers,901562686,news56580,Cliente,regulación,6
Goofy_Goobers,901562686,news14933,Sector,regulación,7
Goofy_Goobers,901562686,news95815,Cliente,reputación,8
Goofy_Goobers,901562686,news98020,Cliente,alianza,9
Goofy_Goobers,901562686,news17305,Cliente,alianza,10
Goofy_Goobers,901562686,news95826,Sector,regulación,11
Goofy_Goobers,901562686,news46563,Cliente,alianza,12
Goofy_Goobers,901562686,news99082,Sector,alianza,13
Goofy_Goobers,901562686,news33953,Sector,alianza,14
Goofy_Goobers,901562686,news82237,Sector,alianza,15
Goofy_Goobers,901562686,news95824,Cliente,regulación,16
Goofy_Goobers,901562686,news95856,Cliente,regulación,17
Goofy_Goobers,901562686,news14869,Sector,regulación,18
Goofy_Goobers,901562686,news95834,Cliente,alianza,19
Goofy_Goobers,901562686,news36967,Sector,regulación,20
Goofy_Goobers,901562686,news95851,Sector,regulación,21
Goofy_Goobers,901562686,news95812,Sector,alianza,22
Goofy_Goobers,901562686,news98732,Sector,regulación,23
Goofy_Goobers,901562686,news99085,Sector,regulación,24
Goofy_Goobers,901562686,news99091,Sector,alianza,25
Goofy_Goobers,901562686,news95831,Sector,reputación,26
Goofy_Goobers,901562686,news45363,Cliente,alianza,27
Goofy_Goobers,901562686,news95832,Sector,regulación,28
Goofy_Goobers,901562686,news95854,Sector,regulación,29
Goofy_Goobers,901562686,news99078,Sector,regulación,30
Goofy_Goobers,901562686,news99077,Sector,descartable,31
Goofy_Goobers,901556279,news98466,Sector,regulación,1
Goofy_Goobers,901556279,news94824,Sector,regulación,2
Goofy_Goobers,901556279,news26671,Sector,regulación,3
Goofy_Goobers,901556279,news51953,Sector,sostenibilidad,4
Goofy_Goobers,901556279,news98463,Sector,regulación,5
Goofy_Goobers,901556279,news98475,Sector,regulación,6
,901556279,news53029,Sector,,7
Goofy_Goobers,901556279,news47704,Sector,regulación,8
Goofy_Goobers,901556279,news96052,Sector,regulación,9
Goofy_Goobers,901556279,news96564,Sector,regulación,10
Goofy_Goobers,901556279,news12758,Sector,alianza,11
Goofy_Goobers,901556279,news98520,Sector,macroeconomía,12
Goofy_Goobers,901556279,news98507,Sector,regulación,13
Goofy_Goobers,901556279,news98506,Sector,regulación,14
Goofy_Goobers,901556279,news96568,Sector,alianza,15
Goofy_Goobers,901556279,news38299,Sector,regulación,16
Goofy_Goobers,901556279,news22899,Sector,regulación,17
Goofy_Goobers,901556279,news88203,Sector,alianza,18
Goofy_Goobers,901556279,news98486,Sector,regulación,19
Goofy_Goobers,901556279,news84422,Sector,alianza,20
Goofy_Goobers,901556279,news98483,Sector,reputación,21
Goofy_Goobers,901556279,news96561,Sector,reputación,22
Goofy_Goobers,901556279,news96569,Sector,reputación,23
Goofy_Goobers,901556279,news98516,Sector,regulación,24
Goofy_Goobers,901556279,news96567,Sector,reputación,25
Goofy_Goobers,901556279,news75338,Sector,regulación,26
Goofy_Goobers,901556279,news34768,Sector,reputación,27
Goofy_Goobers,901556279,news98509,Sector,descartable,28
Goofy_Goobers,901556279,news98510,Sector,descartable,29
Goofy_Goobers,901556279,news98477,Sector,descartable,30
Goofy_Goobers,901554763,news96924,Cliente,alianza,1
Goofy_Goobers,901554763,news96923,Cliente,alianza,2
Goofy_Goobers,901554763,news96925,Cliente,regulación,3
Goofy_Goobers,901554763,news95826,Cliente,regulación,4
Goofy_Goobers,901554763,news11270,Cliente,alianza,5
Goofy_Goobers,901554763,news87925,Cliente,regulación,6
Goofy_Goobers,901554763,news96902,Cliente,regulación,7
Goofy_Goobers,901554763,news86649,Cliente,macroeconomía,8
Goofy_Goobers,901554763,news31043,Cliente,alianza,9
Goofy_Goobers,901554763,news13364,Cliente,alianza,10
Goofy_Goobers,901554763,news17461,Cliente,regulación,11
Goofy_Goobers,901554763,news13721,Cliente,alianza,12
Goofy_Goobers,901554763,news96907,Cliente,macroeconomía,13
Goofy_Goobers,901554763,news96908,Cliente,regulación,14
Goofy_Goobers,901554763,news96914,Cliente,regulación,15
Goofy_Goobers,901554763,news14869,Cliente,regulación,16
Goofy_Goobers,901554763,news96901,Cliente,alianza,17
Goofy_Goobers,901554763,news96903,Cliente,regulación,18
Goofy_Goobers,901554763,news96913,Cliente,alianza,19
Goofy_Goobers,901554763,news96919,Cliente,regulación,20
Goofy_Goobers,901554763,news98971,Cliente,alianza,21
Goofy_Goobers,901554763,news98004,Cliente,descartable,22
Goofy_Goobers,901554369,news96924,Cliente,alianza,1
Goofy_Goobers,901554369,news96923,Cliente,alianza,2
Goofy_Goobers,901554369,news96925,Cliente,regulación,3
Goofy_Goobers,901554369,news95826,Cliente,regulación,4
Goofy_Goobers,901554369,news11270,Cliente,alianza,5
Goofy_Goobers,901554369,news87925,Cliente,regulación,6
Goofy_Goobers,901554369,news96902,Cliente,regulación,7
Goofy_Goobers,901554369,news86649,Cliente,macroeconomía,8
Goofy_Goobers,901554369,news31043,Cliente,alianza,9
Goofy_Goobers,901554369,news13364,Cliente,alianza,10
Goofy_Goobers,901554369,news17461,Cliente,regulación,11
Goofy_Goobers,901554369,news13721,Cliente,alianza,12
Goofy_Goobers,901554369,news96907,Cliente,macroeconomía,13
Goofy_Goobers,901554369,news96908,Cliente,regulación,14
Goofy_Goobers,901554369,news96914,Cliente,regulación,15
Goofy_Goobers,901554369,news14869,Cliente,regulación,16
Goofy_Goobers,901554369,news96901,Cliente,alianza,17
Goofy_Goobers,901554369,news96903,Cliente,regulación,18
Goofy_Goobers,901554369,news96913,Cliente,alianza,19
Goofy_Goobers,901554369,news96919,Cliente,regulación,20
Goofy_Goobers,901554369,news98971,Cliente,alianza,21
Goofy_Goobers,901554369,news98004,Cliente,descartable,22
Goofy_Goobers,901554066,news96924,Cliente,alianza,1
Goofy_Goobers,901554066,news96923,Cliente,alianza,2
Goofy_Goobers,901554066,news96925,Cliente,regulación,3
Goofy_Goobers,901554066,news95826,Cliente,regulación,4
Goofy_Goobers,901554066,news11270,Cliente,alianza,5
Goofy_Goobers,901554066,news87925,Cliente,regulación,6
Goofy_Goobers,901554066,news96902,Cliente,regulación,7
Goofy_Goobers,901554066,news86649,Cliente,macroeconomía,8
Goofy_Goobers,901554066,news31043,Cliente,alianza,9
Goofy_Goobers,901554066,news13364,Cliente,alianza,10
Goofy_Goobers,901554066,news17461,Cliente,regulación,11
Goofy_Goobers,901554066,news13721,Cliente,alianza,12
Goofy_Goobers,901554066,news96907,Cliente,macroeconomía,13
Goofy_Goobers,901554066,news96908,Cliente,regulación,14
Goofy_Goobers,901554066,news96914,Cliente,regulación,15
Goofy_Goobers,901554066,news14869,Cliente,regulación,16
Goofy_Goobers,901554066,news96901,Cliente,alianza,17
Goofy_Goobers,901554066,news96903,Cliente,regulación,18
Goofy_Goobers,901554066,news96913,Cliente,alianza,19
Goofy_Goobers,901554066,news96919,Cliente,regulación,20
Goofy_Goobers,901554066,news98971,Cliente,alianza,21
Goofy_Goobers,901554066,news98004,Cliente,descartable,22
Goofy_Goobers,901554045,news96924,Cliente,alianza,1
Goofy_Goobers,901554045,news96923,Cliente,alianza,2
Goofy_Goobers,901554045,news96925,Cliente,regulación,3
Goofy_Goobers,901554045,news95826,Cliente,regulación,4
Goofy_Goobers,901554045,news11270,Cliente,alianza,5
Goofy_Goobers,901554045,news87925,Cliente,regulación,6
Goofy_Goobers,901554045,news96902,Cliente,regulación,7
Goofy_Goobers,901554045,news86649,Cliente,macroeconomía,8
Goofy_Goobers,901554045,news31043,Cliente,alianza,9
Goofy_Goobers,901554045,news13364,Cliente,alianza,10
Goofy_Goobers,901554045,news17461,Cliente,regulación,11
Goofy_Goobers,901554045,news13721,Cliente,alianza,12
Goofy_Goobers,901554045,news96907,Cliente,macroeconomía,13
Goofy_Goobers,901554045,news96908,Cliente,regulación,14
Goofy_Goobers,901554045,news96914,Cliente,regulación,15
Goofy_Goobers,901554045,news14869,Cliente,regulación,16
Goofy_Goobers,901554045,news96901,Cliente,alianza,17
Goofy_Goobers,901554045,news96903,Cliente,regulación,18
Goofy_Goobers,901554045,news96913,Cliente,alianza,19
Goofy_Goobers,901554045,news98971,Cliente,alianza,20
Goofy_Goobers,901554045,news96919,Cliente,regulación,21
Goofy_Goobers,901554045,news98004,Cliente,descartable,22
Goofy_Goobers,901552405,news91628,Sector,alianza,1
Goofy_Goobers,901552405,news91618,Sector,alianza,2
Goofy_Goobers,901552405,news99183,Sector,regulación,3
Goofy_Goobers,901552405,news91617,Sector,regulación,4
Goofy_Goobers,901552405,news91615,Sector,regulación,5
Goofy_Goobers,901552405,news58841,Sector,regulación,6
Goofy_Goobers,901552405,news99445,Sector,alianza,7
Goofy_Goobers,901552405,news99479,Sector,alianza,8
Goofy_Goobers,901552405,news15410,Sector,regulación,9
Goofy_Goobers,901552405,news91613,Sector,alianza,10
Goofy_Goobers,901552405,news91621,Sector,regulación,11
Goofy_Goobers,901552405,news23810,Cliente,alianza,12
Goofy_Goobers,901552405,news23805,Sector,reputación,13
Goofy_Goobers,901552405,news98210,Cliente,regulación,14
Goofy_Goobers,901552405,news19244,Cliente,regulación,15
Goofy_Goobers,901552405,news99474,Sector,regulación,16
Goofy_Goobers,901552405,news96725,Cliente,regulación,17
Goofy_Goobers,901552405,news99462,Sector,regulación,18
Goofy_Goobers,901552405,news23788,Cliente,regulación,19
Goofy_Goobers,901552405,news96799,Sector,regulación,20
Goofy_Goobers,901552405,news95387,Sector,regulación,21
Goofy_Goobers,901552405,news18929,Sector,regulación,22
Goofy_Goobers,901552405,news99456,Sector,regulación,23
Goofy_Goobers,901552405,news99476,Sector,regulación,24
Goofy_Goobers,901552405,news96721,Cliente,regulación,25
Goofy_Goobers,901552405,news99486,Sector,regulación,26
Goofy_Goobers,901552405,news23796,Cliente,reputación,27
Goofy_Goobers,901552405,news10158,Sector,alianza,28
Goofy_Goobers,901552405,news23823,Sector,alianza,29
Goofy_Goobers,901552405,news98685,Sector,alianza,30
Goofy_Goobers,901552405,news60648,Sector,regulación,31
Goofy_Goobers,901552405,news23787,Sector,regulación,32
Goofy_Goobers,901552405,news25649,Sector,reputación,33
Goofy_Goobers,901552405,news23806,Sector,reputación,34
Goofy_Goobers,901552405,news96740,Sector,reputación,35
Goofy_Goobers,901552405,news23833,Sector,reputación,36
Goofy_Goobers,901552405,news15749,Sector,regulación,37
Goofy_Goobers,901552405,news31233,Cliente,alianza,38
Goofy_Goobers,901552405,news23832,Sector,alianza,39
Goofy_Goobers,901552405,news23789,Sector,reputación,40
Goofy_Goobers,901552405,news23825,Cliente,reputación,41
Goofy_Goobers,901552405,news23813,Sector,reputación,42
Goofy_Goobers,901552405,news96738,Sector,reputación,43
Goofy_Goobers,901552405,news99439,Sector,reputación,44
Goofy_Goobers,901552405,news99438,Sector,reputación,45
Goofy_Goobers,901552405,news10573,Sector,reputación,46
Goofy_Goobers,901552405,news37171,Cliente,descartable,47
Goofy_Goobers,901552405,news23811,Cliente,descartable,48
Goofy_Goobers,901552405,news96734,Cliente,descartable,49
Goofy_Goobers,901552405,news23801,Sector,descartable,50
Goofy_Goobers,901552405,news96741,Sector,descartable,51
Goofy_Goobers,901552405,news23804,Sector,descartable,52
Goofy_Goobers,901552405,news23826,Sector,descartable,53
Goofy_Goobers,901552405,news23831,Sector,descartable,54
Goofy_Goobers,901552405,news23812,Sector,descartable,55
Goofy_Goobers,901552405,news23815,Sector,descartable,56
Goofy_Goobers,901552405,news99491,Sector,descartable,57
Goofy_Goobers,901552405,news96737,Sector,descartable,58
Goofy_Goobers,901550746,news13342,Sector,regulación,1
Goofy_Goobers,901550746,news65005,Sector,alianza,2
Goofy_Goobers,901550746,news96223,Sector,alianza,3
Goofy_Goobers,901550746,news96211,Sector,regulación,4
Goofy_Goobers,901550746,news87112,Sector,reputación,5
Goofy_Goobers,901550746,news13361,Sector,alianza,6
Goofy_Goobers,901550746,news96229,Sector,regulación,7
Goofy_Goobers,901550746,news11235,Sector,alianza,8
Goofy_Goobers,901550746,news17111,Sector,alianza,9
Goofy_Goobers,901550746,news17955,Sector,regulación,10
Goofy_Goobers,901550746,news96206,Sector,alianza,11
Goofy_Goobers,901550746,news65783,Sector,regulación,12
Goofy_Goobers,901550746,news98425,Sector,regulación,13
Goofy_Goobers,901550746,news96221,Sector,macroeconomía,14
Goofy_Goobers,901550746,news87130,Sector,regulación,15
Goofy_Goobers,901550746,news87116,Sector,regulación,16
Goofy_Goobers,901550746,news87109,Sector,alianza,17
Goofy_Goobers,901550746,news76066,Sector,regulación,18
Goofy_Goobers,901550746,news96219,Sector,regulación,19
Goofy_Goobers,901550746,news87123,Sector,reputación,20
Goofy_Goobers,901550746,news87135,Sector,regulación,21
Goofy_Goobers,901550746,news76390,Sector,reputación,22
Goofy_Goobers,901550746,news26617,Sector,reputación,23
Goofy_Goobers,901550746,news96201,Sector,regulación,24
Goofy_Goobers,901550746,news80894,Sector,alianza,25
Goofy_Goobers,901550746,news87129,Sector,reputación,26
Goofy_Goobers,901550746,news87111,Sector,reputación,27
Goofy_Goobers,901550746,news87115,Sector,reputación,28
Goofy_Goobers,901550746,news87106,Sector,descartable,29
Goofy_Goobers,901546944,news90153,Cliente,alianza,1
Goofy_Goobers,901546944,news90192,Cliente,alianza,2
Goofy_Goobers,901546944,news58732,Sector,regulación,3
Goofy_Goobers,901546944,news28570,Cliente,regulación,4
Goofy_Goobers,901546944,news19289,Cliente,alianza,5
Goofy_Goobers,901546944,news90164,Cliente,alianza,6
Goofy_Goobers,901546944,news90147,Cliente,alianza,7
Goofy_Goobers,901546944,news90138,Sector,alianza,8
Goofy_Goobers,901546944,news17464,Cliente,alianza,9
Goofy_Goobers,901546944,news31069,Cliente,regulación,10
Goofy_Goobers,901546944,news90202,Sector,regulación,11
Goofy_Goobers,901546944,news99742,Cliente,alianza,12
Goofy_Goobers,901546944,news31080,Cliente,regulación,13
Goofy_Goobers,901546944,news90152,Sector,regulación,14
Goofy_Goobers,901546944,news79006,Sector,alianza,15
Goofy_Goobers,901546944,news90207,Sector,regulación,16
Goofy_Goobers,901546944,news15548,Cliente,alianza,17
Goofy_Goobers,901546944,news90114,Sector,alianza,18
Goofy_Goobers,901546944,news90161,Cliente,alianza,19
Goofy_Goobers,901546944,news15591,Sector,regulación,20
Goofy_Goobers,901546944,news12211,Cliente,alianza,21
Goofy_Goobers,901546944,news64554,Sector,alianza,22
Goofy_Goobers,901546944,news15536,Cliente,regulación,23
Goofy_Goobers,901546944,news15544,Sector,regulación,24
Goofy_Goobers,901546944,news90244,Sector,regulación,25
Goofy_Goobers,901546944,news99734,Sector,alianza,26
Goofy_Goobers,901546944,news95698,Cliente,regulación,27
Goofy_Goobers,901546944,news90201,Cliente,alianza,28
Goofy_Goobers,901546944,news90198,Sector,regulación,29
Goofy_Goobers,901546944,news99725,Cliente,alianza,30
Goofy_Goobers,901546944,news90118,Cliente,alianza,31
Goofy_Goobers,901546944,news90128,Cliente,alianza,32
Goofy_Goobers,901546944,news15534,Sector,regulación,33
Goofy_Goobers,901546944,news68858,Sector,regulación,34
Goofy_Goobers,901546944,news15585,Cliente,regulación,35
Goofy_Goobers,901546944,news19244,Cliente,regulación,36
Goofy_Goobers,901546944,news90122,Cliente,regulación,37
Goofy_Goobers,901546944,news60991,Sector,reputación,38
Goofy_Goobers,901546944,news90210,Sector,alianza,39
Goofy_Goobers,901546944,news44920,Sector,alianza,40
Goofy_Goobers,901546944,news66382,Sector,alianza,41
Goofy_Goobers,901546944,news32633,Sector,regulación,42
Goofy_Goobers,901546944,news14444,Cliente,alianza,43
Goofy_Goobers,901546944,news96725,Cliente,regulación,44
Goofy_Goobers,901546944,news99713,Sector,regulación,45
Goofy_Goobers,901546944,news90242,Cliente,regulación,46
Goofy_Goobers,901546944,news15538,Sector,regulación,47
Goofy_Goobers,901546944,news15531,Sector,regulación,48
Goofy_Goobers,901546944,news24322,Sector,regulación,49
Goofy_Goobers,901546944,news90151,Sector,sostenibilidad,50
Goofy_Goobers,901546944,news90199,Cliente,regulación,51
Goofy_Goobers,901546944,news90197,Sector,regulación,52
Goofy_Goobers,901546944,news99714,Sector,regulación,53
Goofy_Goobers,901546944,news15598,Sector,reputación,54
Goofy_Goobers,901546944,news15592,Sector,regulación,55
Goofy_Goobers,901546944,news90130,Sector,regulación,56
Goofy_Goobers,901546944,news69420,Sector,reputación,57
Goofy_Goobers,901546944,news90220,Cliente,regulación,58
Goofy_Goobers,901546944,news90252,Sector,alianza,59
Goofy_Goobers,901546944,news90121,Sector,alianza,60
Goofy_Goobers,901546944,news11364,Sector,regulación,61
Goofy_Goobers,901546944,news99746,Sector,regulación,62
Goofy_Goobers,901546944,news90274,Sector,sostenibilidad,63
Goofy_Goobers,901546944,news14467,Sector,macroeconomía,64
Goofy_Goobers,901546944,news89475,Sector,reputación,65
Goofy_Goobers,901546944,news90172,Sector,regulación,66
Goofy_Goobers,901546944,news99743,Cliente,regulación,67
Goofy_Goobers,901546944,news76548,Sector,sostenibilidad,68
Goofy_Goobers,901546944,news99700,Sector,alianza,69
Goofy_Goobers,901546944,news99704,Sector,alianza,70
Goofy_Goobers,901546944,news51838,Sector,regulación,71
Goofy_Goobers,901546944,news90136,Sector,alianza,72
Goofy_Goobers,901546944,news99739,Cliente,reputación,73
Goofy_Goobers,901546944,news44746,Sector,macroeconomía,74
Goofy_Goobers,901546944,news79962,Sector,alianza,75
Goofy_Goobers,901546944,news90188,Sector,alianza,76
Goofy_Goobers,901546944,news15525,Sector,regulación,77
Goofy_Goobers,901546944,news90287,Sector,reputación,78
,901546944,news90216,Sector,,79
Goofy_Goobers,901546944,news90142,Sector,alianza,80
Goofy_Goobers,901546944,news90217,Sector,reputación,81
Goofy_Goobers,901546944,news90171,Cliente,regulación,82
Goofy_Goobers,901546944,news90247,Sector,alianza,83
Goofy_Goobers,901546944,news59325,Sector,alianza,84
Goofy_Goobers,901546944,news99730,Sector,regulación,85
Goofy_Goobers,901546944,news90243,Sector,regulación,86
Goofy_Goobers,901546944,news99717,Sector,regulación,87
Goofy_Goobers,901546944,news31233,Cliente,alianza,88
Goofy_Goobers,901546944,news90245,Sector,regulación,89
Goofy_Goobers,901546944,news90275,Sector,regulación,90
Goofy_Goobers,901546944,news90200,Sector,regulación,91
Goofy_Goobers,901546944,news96721,Sector,regulación,92
Goofy_Goobers,901546944,news90209,Sector,regulación,93
Goofy_Goobers,901546944,news39408,Sector,alianza,94
