news_id,categoria,nombre_equipo
news10360,descartable,Goofy_Goobers
news10364,descartable,Goofy_Goobers
news10372,descartable,Goofy_Goobers
news10374,descartable,Goofy_Goobers
news10375,descartable,Goofy_Goobers
news10376,descartable,Goofy_Goobers
news10381,descartable,Goofy_Goobers
news10382,descartable,Goofy_Goobers
news10392,descartable,Goofy_Goobers
news10394,descartable,Goofy_Goobers
news10397,descartable,Goofy_Goobers
news10399,descartable,Goofy_Goobers
news10400,descartable,Goofy_Goobers
news10402,descartable,Goofy_Goobers
news10407,descartable,Goofy_Goobers
news10415,descartable,Goofy_Goobers
news10418,descartable,Goofy_Goobers
news10421,descartable,Goofy_Goobers
news10423,descartable,Goofy_Goobers
news10430,descartable,Goofy_Goobers
news10433,descartable,Goofy_Goobers
news10441,descartable,Goofy_Goobers
news10442,descartable,Goofy_Goobers
news10446,descartable,Goofy_Goobers
news10448,descartable,Goofy_Goobers
news10449,descartable,Goofy_Goobers
news10451,descartable,Goofy_Goobers
news10457,descartable,Goofy_Goobers
news10460,descartable,Goofy_Goobers
news10461,descartable,Goofy_Goobers
news10465,descartable,Goofy_Goobers
news10470,descartable,Goofy_Goobers
news10471,descartable,Goofy_Goobers
news10473,descartable,Goofy_Goobers
news10476,descartable,Goofy_Goobers
news10485,descartable,Goofy_Goobers
news10501,descartable,Goofy_Goobers
news10503,descartable,Goofy_Goobers
news10507,descartable,Goofy_Goobers
news10508,descartable,Goofy_Goobers
news10510,descartable,Goofy_Goobers
news10511,descartable,Goofy_Goobers
news10512,descartable,Goofy_Goobers
news10518,descartable,Goofy_Goobers
news10521,regulación,Goofy_Goobers
news10525,descartable,Goofy_Goobers
news10527,descartable,Goofy_Goobers
news10528,descartable,Goofy_Goobers
news10532,descartable,Goofy_Goobers
news10536,descartable,Goofy_Goobers
news10543,descartable,Goofy_Goobers
news10549,descartable,Goofy_Goobers
news10551,descartable,Goofy_Goobers
news10552,descartable,Goofy_Goobers
news10554,descartable,Goofy_Goobers
news10555,regulación,Goofy_Goobers
news10559,descartable,Goofy_Goobers
news10560,descartable,Goofy_Goobers
news10562,descartable,Goofy_Goobers
news10569,alianza,Goofy_Goobers
news10571,descartable,Goofy_Goobers
news10573,descartable,Goofy_Goobers
news10579,descartable,Goofy_Goobers
news10583,descartable,Goofy_Goobers
news10586,descartable,Goofy_Goobers
news10588,descartable,Goofy_Goobers
news10591,descartable,Goofy_Goobers
news10594,descartable,Goofy_Goobers
news10597,descartable,Goofy_Goobers
news10598,descartable,Goofy_Goobers
news10606,descartable,Goofy_Goobers
news10614,descartable,Goofy_Goobers
news10620,descartable,Goofy_Goobers
news10622,descartable,Goofy_Goobers
news10628,descartable,Goofy_Goobers
news10631,descartable,Goofy_Goobers
news10634,descartable,Goofy_Goobers
news10636,descartable,Goofy_Goobers
news10640,alianza,Goofy_Goobers
news10641,alianza,Goofy_Goobers
news10642,descartable,Goofy_Goobers
news10643,descartable,Goofy_Goobers
news10644,descartable,Goofy_Goobers
news10647,descartable,Goofy_Goobers
news10649,descartable,Goofy_Goobers
news10650,descartable,Goofy_Goobers
news10651,descartable,Goofy_Goobers
news10652,descartable,Goofy_Goobers
news10654,descartable,Goofy_Goobers
news10657,descartable,Goofy_Goobers
news10659,descartable,Goofy_Goobers
news10660,descartable,Goofy_Goobers
news10662,descartable,Goofy_Goobers
news10663,alianza,Goofy_Goobers
news10672,alianza,Goofy_Goobers
news10676,descartable,Goofy_Goobers
news10684,descartable,Goofy_Goobers
news10685,descartable,Goofy_Goobers
news10688,descartable,Goofy_Goobers
news10697,descartable,Goofy_Goobers
news10699,regulación,Goofy_Goobers
news10710,descartable,Goofy_Goobers
news10711,descartable,Goofy_Goobers
news10716,descartable,Goofy_Goobers
news10719,descartable,Goofy_Goobers
news10721,descartable,Goofy_Goobers
news10748,descartable,Goofy_Goobers
news10753,descartable,Goofy_Goobers
news10754,descartable,Goofy_Goobers
news10758,descartable,Goofy_Goobers
news10762,descartable,Goofy_Goobers
news10763,descartable,Goofy_Goobers
news10775,descartable,Goofy_Goobers
news10777,descartable,Goofy_Goobers
news10780,descartable,Goofy_Goobers
news10782,descartable,Goofy_Goobers
news10792,descartable,Goofy_Goobers
news10797,descartable,Goofy_Goobers
news10799,descartable,Goofy_Goobers
news10804,descartable,Goofy_Goobers
news10808,descartable,Goofy_Goobers
news10809,alianza,Goofy_Goobers
news10822,descartable,Goofy_Goobers
news10823,descartable,Goofy_Goobers
news10826,descartable,Goofy_Goobers
news10828,descartable,Goofy_Goobers
news10831,descartable,Goofy_Goobers
news10836,alianza,Goofy_Goobers
news10839,descartable,Goofy_Goobers
news10843,descartable,Goofy_Goobers
news10857,descartable,Goofy_Goobers
news10858,descartable,Goofy_Goobers
news10860,descartable,Goofy_Goobers
news10863,descartable,Goofy_Goobers
news10866,descartable,Goofy_Goobers
news10878,descartable,Goofy_Goobers
news10883,descartable,Goofy_Goobers
news10884,alianza,Goofy_Goobers
news10886,descartable,Goofy_Goobers
news10887,descartable,Goofy_Goobers
news10890,descartable,Goofy_Goobers
news10894,descartable,Goofy_Goobers
news10900,descartable,Goofy_Goobers
news10906,descartable,Goofy_Goobers
news10913,descartable,Goofy_Goobers
news10924,descartable,Goofy_Goobers
news10926,descartable,Goofy_Goobers
news10929,descartable,Goofy_Goobers
news10932,descartable,Goofy_Goobers
news10937,descartable,Goofy_Goobers
news10950,descartable,Goofy_Goobers
news10959,descartable,Goofy_Goobers
news10972,descartable,Goofy_Goobers
news10974,descartable,Goofy_Goobers
news10980,descartable,Goofy_Goobers
news10986,descartable,Goofy_Goobers
news10987,descartable,Goofy_Goobers
news10988,descartable,Goofy_Goobers
news10989,descartable,Goofy_Goobers
news10991,descartable,Goofy_Goobers
news10994,descartable,Goofy_Goobers
news10995,descartable,Goofy_Goobers
news10997,descartable,Goofy_Goobers
news11006,alianza,Goofy_Goobers
news11008,descartable,Goofy_Goobers
news11015,descartable,Goofy_Goobers
news11017,descartable,Goofy_Goobers
news11036,descartable,Goofy_Goobers
news11037,descartable,Goofy_Goobers
news11038,descartable,Goofy_Goobers
news11043,descartable,Goofy_Goobers
news11045,descartable,Goofy_Goobers
news11048,descartable,Goofy_Goobers
news11051,descartable,Goofy_Goobers
news11055,descartable,Goofy_Goobers
news11060,descartable,Goofy_Goobers
news11062,descartable,Goofy_Goobers
news11064,descartable,Goofy_Goobers
news11066,descartable,Goofy_Goobers
news11069,descartable,Goofy_Goobers
news11072,reputación,Goofy_Goobers
news11073,descartable,Goofy_Goobers
news11077,descartable,Goofy_Goobers
news11082,descartable,Goofy_Goobers
news11084,descartable,Goofy_Goobers
news11085,descartable,Goofy_Goobers
news11089,descartable,Goofy_Goobers
news11092,descartable,Goofy_Goobers
news11098,descartable,Goofy_Goobers
news11104,descartable,Goofy_Goobers
news11106,descartable,Goofy_Goobers
news11107,descartable,Goofy_Goobers
news11111,descartable,Goofy_Goobers
news11122,descartable,Goofy_Goobers
news11127,descartable,Goofy_Goobers
news11128,descartable,Goofy_Goobers
news11130,descartable,Goofy_Goobers
news11136,descartable,Goofy_Goobers
news11139,descartable,Goofy_Goobers
news11144,descartable,Goofy_Goobers
news11153,descartable,Goofy_Goobers
news11154,descartable,Goofy_Goobers
news11156,descartable,Goofy_Goobers
news11158,descartable,Goofy_Goobers
news11160,descartable,Goofy_Goobers
news11161,descartable,Goofy_Goobers
news11162,descartable,Goofy_Goobers
news11165,descartable,Goofy_Goobers
news11169,descartable,Goofy_Goobers
news11171,descartable,Goofy_Goobers
news11174,descartable,Goofy_Goobers
news11175,descartable,Goofy_Goobers
news11178,descartable,Goofy_Goobers
news11182,descartable,Goofy_Goobers
news11184,descartable,Goofy_Goobers
news11192,descartable,Goofy_Goobers
news11202,descartable,Goofy_Goobers
news11203,descartable,Goofy_Goobers
news11205,regulación,Goofy_Goobers
news11206,reputación,Goofy_Goobers
news11215,descartable,Goofy_Goobers
news11218,descartable,Goofy_Goobers
news11221,descartable,Goofy_Goobers
news11222,descartable,Goofy_Goobers
news11225,regulación,Goofy_Goobers
news11232,descartable,Goofy_Goobers
news11234,descartable,Goofy_Goobers
news11235,descartable,Goofy_Goobers
news11237,descartable,Goofy_Goobers
news11239,descartable,Goofy_Goobers
news11243,descartable,Goofy_Goobers
news11245,descartable,Goofy_Goobers
news11249,descartable,Goofy_Goobers
news11252,descartable,Goofy_Goobers
news11253,descartable,Goofy_Goobers
news11255,descartable,Goofy_Goobers
news11259,descartable,Goofy_Goobers
news11270,descartable,Goofy_Goobers
news11271,descartable,Goofy_Goobers
news11276,descartable,Goofy_Goobers
news11280,descartable,Goofy_Goobers
news11281,descartable,Goofy_Goobers
news11282,descartable,Goofy_Goobers
news11285,descartable,Goofy_Goobers
news11288,descartable,Goofy_Goobers
news11294,descartable,Goofy_Goobers
news11299,descartable,Goofy_Goobers
news11302,descartable,Goofy_Goobers
news11304,descartable,Goofy_Goobers
news11312,descartable,Goofy_Goobers
news11315,descartable,Goofy_Goobers
news11316,descartable,Goofy_Goobers
news11321,descartable,Goofy_Goobers
news11327,descartable,Goofy_Goobers
news11330,descartable,Goofy_Goobers
news11333,descartable,Goofy_Goobers
news11335,descartable,Goofy_Goobers
news11340,descartable,Goofy_Goobers
news11341,alianza,Goofy_Goobers
news11345,descartable,Goofy_Goobers
news11347,descartable,Goofy_Goobers
news11349,descartable,Goofy_Goobers
news11357,descartable,Goofy_Goobers
news11362,descartable,Goofy_Goobers
news11364,descartable,Goofy_Goobers
news11372,descartable,Goofy_Goobers
news11374,descartable,Goofy_Goobers
news11376,descartable,Goofy_Goobers
news11377,descartable,Goofy_Goobers
news11378,descartable,Goofy_Goobers
news11387,descartable,Goofy_Goobers
news11392,descartable,Goofy_Goobers
news11393,reputación,Goofy_Goobers
news11405,descartable,Goofy_Goobers
news11407,descartable,Goofy_Goobers
news11413,descartable,Goofy_Goobers
news11420,descartable,Goofy_Goobers
news11424,descartable,Goofy_Goobers
news11435,descartable,Goofy_Goobers
news11441,descartable,Goofy_Goobers
news11444,descartable,Goofy_Goobers
news11449,descartable,Goofy_Goobers
news11450,descartable,Goofy_Goobers
news11455,descartable,Goofy_Goobers
news11461,alianza,Goofy_Goobers
news11464,alianza,Goofy_Goobers
news11466,descartable,Goofy_Goobers
news11471,descartable,Goofy_Goobers
news11476,descartable,Goofy_Goobers
news11479,descartable,Goofy_Goobers
news11480,descartable,Goofy_Goobers
news11482,descartable,Goofy_Goobers
news11485,descartable,Goofy_Goobers
news11486,descartable,Goofy_Goobers
news11494,descartable,Goofy_Goobers
news11499,descartable,Goofy_Goobers
news11508,descartable,Goofy_Goobers
news11510,alianza,Goofy_Goobers
news11515,descartable,Goofy_Goobers
news11516,descartable,Goofy_Goobers
news11528,alianza,Goofy_Goobers
news11536,descartable,Goofy_Goobers
news11537,descartable,Goofy_Goobers
news11539,descartable,Goofy_Goobers
news11542,descartable,Goofy_Goobers
news11554,descartable,Goofy_Goobers
news11564,descartable,Goofy_Goobers
news11565,descartable,Goofy_Goobers
news11567,descartable,Goofy_Goobers
news11569,descartable,Goofy_Goobers
news11570,descartable,Goofy_Goobers
news11591,descartable,Goofy_Goobers
news11594,descartable,Goofy_Goobers
news11601,descartable,Goofy_Goobers
news11606,descartable,Goofy_Goobers
news11607,descartable,Goofy_Goobers
news11612,descartable,Goofy_Goobers
news11621,descartable,Goofy_Goobers
news11622,descartable,Goofy_Goobers
news11626,descartable,Goofy_Goobers
news11627,descartable,Goofy_Goobers
news11631,descartable,Goofy_Goobers
news11633,descartable,Goofy_Goobers
news11634,descartable,Goofy_Goobers
news11636,descartable,Goofy_Goobers
news11637,descartable,Goofy_Goobers
news11638,descartable,Goofy_Goobers
news11640,descartable,Goofy_Goobers
news11641,descartable,Goofy_Goobers
news11642,descartable,Goofy_Goobers
news11647,descartable,Goofy_Goobers
news11649,descartable,Goofy_Goobers
news11651,descartable,Goofy_Goobers
news11652,descartable,Goofy_Goobers
news11659,descartable,Goofy_Goobers
news11672,descartable,Goofy_Goobers
news11673,descartable,Goofy_Goobers
news11674,descartable,Goofy_Goobers
news11677,descartable,Goofy_Goobers
news11689,descartable,Goofy_Goobers
news11692,descartable,Goofy_Goobers
news11694,descartable,Goofy_Goobers
news11708,descartable,Goofy_Goobers
news11710,descartable,Goofy_Goobers
news11711,descartable,Goofy_Goobers
news11713,descartable,Goofy_Goobers
news11714,descartable,Goofy_Goobers
news11715,descartable,Goofy_Goobers
news11718,descartable,Goofy_Goobers
news11720,descartable,Goofy_Goobers
news11723,descartable,Goofy_Goobers
news11732,descartable,Goofy_Goobers
news11733,descartable,Goofy_Goobers
news11735,descartable,Goofy_Goobers
news11736,regulación,Goofy_Goobers
news11737,descartable,Goofy_Goobers
news11740,regulación,Goofy_Goobers
news11751,descartable,Goofy_Goobers
news11752,descartable,Goofy_Goobers
news11757,descartable,Goofy_Goobers
news11764,descartable,Goofy_Goobers
news11765,descartable,Goofy_Goobers
news11769,descartable,Goofy_Goobers
news11774,descartable,Goofy_Goobers
news11782,descartable,Goofy_Goobers
news11786,descartable,Goofy_Goobers
news11788,descartable,Goofy_Goobers
news11792,regulación,Goofy_Goobers
news11796,descartable,Goofy_Goobers
news11800,alianza,Goofy_Goobers
news11801,descartable,Goofy_Goobers
news11804,descartable,Goofy_Goobers
news11807,alianza,Goofy_Goobers
news11811,descartable,Goofy_Goobers
news11814,descartable,Goofy_Goobers
news11818,regulación,Goofy_Goobers
news11820,descartable,Goofy_Goobers
news11827,descartable,Goofy_Goobers
news11828,descartable,Goofy_Goobers
news11833,descartable,Goofy_Goobers
news11834,regulación,Goofy_Goobers
news11843,descartable,Goofy_Goobers
news11847,descartable,Goofy_Goobers
news11849,descartable,Goofy_Goobers
news11851,descartable,Goofy_Goobers
news11855,descartable,Goofy_Goobers
news11856,descartable,Goofy_Goobers
news11861,descartable,Goofy_Goobers
news11877,descartable,Goofy_Goobers
news11884,descartable,Goofy_Goobers
news11890,descartable,Goofy_Goobers
news11891,descartable,Goofy_Goobers
news11892,descartable,Goofy_Goobers
news11894,descartable,Goofy_Goobers
news11895,descartable,Goofy_Goobers
news11896,descartable,Goofy_Goobers
news11906,descartable,Goofy_Goobers
news11908,descartable,Goofy_Goobers
news11915,descartable,Goofy_Goobers
news11919,regulación,Goofy_Goobers
news11920,descartable,Goofy_Goobers
news11922,descartable,Goofy_Goobers
news11924,descartable,Goofy_Goobers
news11925,descartable,Goofy_Goobers
news11935,reputación,Goofy_Goobers
news11939,descartable,Goofy_Goobers
news11943,descartable,Goofy_Goobers
news11944,descartable,Goofy_Goobers
news11947,descartable,Goofy_Goobers
news11954,descartable,Goofy_Goobers
news11957,regulación,Goofy_Goobers
news11960,descartable,Goofy_Goobers
news11961,descartable,Goofy_Goobers
news11971,descartable,Goofy_Goobers
news11974,descartable,Goofy_Goobers
news11988,descartable,Goofy_Goobers
news11989,descartable,Goofy_Goobers
news11990,descartable,Goofy_Goobers
news12006,descartable,Goofy_Goobers
news12020,descartable,Goofy_Goobers
news12021,descartable,Goofy_Goobers
news12025,descartable,Goofy_Goobers
news12027,descartable,Goofy_Goobers
news12032,descartable,Goofy_Goobers
news12034,descartable,Goofy_Goobers
news12039,descartable,Goofy_Goobers
news12040,descartable,Goofy_Goobers
news12041,descartable,Goofy_Goobers
news12047,descartable,Goofy_Goobers
news12049,descartable,Goofy_Goobers
news12054,descartable,Goofy_Goobers
news12059,descartable,Goofy_Goobers
news12062,descartable,Goofy_Goobers
news12071,descartable,Goofy_Goobers
news12079,descartable,Goofy_Goobers
news12080,descartable,Goofy_Goobers
news12084,descartable,Goofy_Goobers
news12088,descartable,Goofy_Goobers
news12089,descartable,Goofy_Goobers
news12094,descartable,Goofy_Goobers
news12096,descartable,Goofy_Goobers
news12098,descartable,Goofy_Goobers
news12105,descartable,Goofy_Goobers
news12111,descartable,Goofy_Goobers
news12114,descartable,Goofy_Goobers
news12131,descartable,Goofy_Goobers
news12133,descartable,Goofy_Goobers
news12138,descartable,Goofy_Goobers
news12140,descartable,Goofy_Goobers
news12148,descartable,Goofy_Goobers
news12154,descartable,Goofy_Goobers
news12156,descartable,Goofy_Goobers
news12157,descartable,Goofy_Goobers
news12160,descartable,Goofy_Goobers
news12165,descartable,Goofy_Goobers
news12170,descartable,Goofy_Goobers
news12171,descartable,Goofy_Goobers
news12173,descartable,Goofy_Goobers
news12178,descartable,Goofy_Goobers
news12179,descartable,Goofy_Goobers
news12187,descartable,Goofy_Goobers
news12189,descartable,Goofy_Goobers
news12198,descartable,Goofy_Goobers
news12199,descartable,Goofy_Goobers
news12204,descartable,Goofy_Goobers
news12211,descartable,Goofy_Goobers
news12212,descartable,Goofy_Goobers
news12215,descartable,Goofy_Goobers
news12216,reputación,Goofy_Goobers
news12219,descartable,Goofy_Goobers
news12221,descartable,Goofy_Goobers
news12233,regulación,Goofy_Goobers
news12241,descartable,Goofy_Goobers
news12242,descartable,Goofy_Goobers
news12244,descartable,Goofy_Goobers
news12246,descartable,Goofy_Goobers
news12248,descartable,Goofy_Goobers
news12250,descartable,Goofy_Goobers
news12253,alianza,Goofy_Goobers
news12254,descartable,Goofy_Goobers
news12260,descartable,Goofy_Goobers
news12268,descartable,Goofy_Goobers
news12272,descartable,Goofy_Goobers
news12275,descartable,Goofy_Goobers
news12276,descartable,Goofy_Goobers
news12278,reputación,Goofy_Goobers
news12279,descartable,Goofy_Goobers
news12284,descartable,Goofy_Goobers
news12291,descartable,Goofy_Goobers
news12293,descartable,Goofy_Goobers
news12294,descartable,Goofy_Goobers
news12298,descartable,Goofy_Goobers
news12309,descartable,Goofy_Goobers
news12311,descartable,Goofy_Goobers
news12312,descartable,Goofy_Goobers
news12314,regulación,Goofy_Goobers
news12323,descartable,Goofy_Goobers
news12326,descartable,Goofy_Goobers
news12341,descartable,Goofy_Goobers
news12344,descartable,Goofy_Goobers
news12347,regulación,Goofy_Goobers
news12352,descartable,Goofy_Goobers
news12354,descartable,Goofy_Goobers
news12359,descartable,Goofy_Goobers
news12360,reputación,Goofy_Goobers
news12363,descartable,Goofy_Goobers
news12366,descartable,Goofy_Goobers
news12371,descartable,Goofy_Goobers
news12374,descartable,Goofy_Goobers
news12380,descartable,Goofy_Goobers
news12382,descartable,Goofy_Goobers
news12386,descartable,Goofy_Goobers
news12389,descartable,Goofy_Goobers
news12390,descartable,Goofy_Goobers
news12392,descartable,Goofy_Goobers
news12402,descartable,Goofy_Goobers
news12410,descartable,Goofy_Goobers
news12430,descartable,Goofy_Goobers
news12432,descartable,Goofy_Goobers
news12436,descartable,Goofy_Goobers
news12444,descartable,Goofy_Goobers
news12449,descartable,Goofy_Goobers
news12451,descartable,Goofy_Goobers
news12452,descartable,Goofy_Goobers
news12456,descartable,Goofy_Goobers
news12460,descartable,Goofy_Goobers
news12461,descartable,Goofy_Goobers
news12462,descartable,Goofy_Goobers
news12468,descartable,Goofy_Goobers
news12471,descartable,Goofy_Goobers
news12477,reputación,Goofy_Goobers
news12478,descartable,Goofy_Goobers
news12483,reputación,Goofy_Goobers
news12489,descartable,Goofy_Goobers
news12490,descartable,Goofy_Goobers
news12493,descartable,Goofy_Goobers
news12496,descartable,Goofy_Goobers
news12497,descartable,Goofy_Goobers
news12500,descartable,Goofy_Goobers
news12505,descartable,Goofy_Goobers
news12509,descartable,Goofy_Goobers
news12514,descartable,Goofy_Goobers
news12517,descartable,Goofy_Goobers
news12522,descartable,Goofy_Goobers
news12527,descartable,Goofy_Goobers
news12534,descartable,Goofy_Goobers
news12538,descartable,Goofy_Goobers
news12542,descartable,Goofy_Goobers
news12546,descartable,Goofy_Goobers
news12564,descartable,Goofy_Goobers
news12572,descartable,Goofy_Goobers
news12573,descartable,Goofy_Goobers
news12577,descartable,Goofy_Goobers
news12579,descartable,Goofy_Goobers
news12581,descartable,Goofy_Goobers
news12584,descartable,Goofy_Goobers
news12587,descartable,Goofy_Goobers
news12591,descartable,Goofy_Goobers
news12598,descartable,Goofy_Goobers
news12600,descartable,Goofy_Goobers
news12601,descartable,Goofy_Goobers
news12603,descartable,Goofy_Goobers
news12614,descartable,Goofy_Goobers
news12619,descartable,Goofy_Goobers
news12622,descartable,Goofy_Goobers
news12628,descartable,Goofy_Goobers
news12629,descartable,Goofy_Goobers
news12631,descartable,Goofy_Goobers
news12643,descartable,Goofy_Goobers
news12644,descartable,Goofy_Goobers
news12646,reputación,Goofy_Goobers
news12647,descartable,Goofy_Goobers
news12648,descartable,Goofy_Goobers
news12653,descartable,Goofy_Goobers
news12656,descartable,Goofy_Goobers
news12657,descartable,Goofy_Goobers
news12670,reputación,Goofy_Goobers
news12673,descartable,Goofy_Goobers
news12693,descartable,Goofy_Goobers
news12701,descartable,Goofy_Goobers
news12706,descartable,Goofy_Goobers
news12707,descartable,Goofy_Goobers
news12715,descartable,Goofy_Goobers
news12717,descartable,Goofy_Goobers
news12723,descartable,Goofy_Goobers
news12727,descartable,Goofy_Goobers
news12728,alianza,Goofy_Goobers
news12732,descartable,Goofy_Goobers
news12733,descartable,Goofy_Goobers
news12743,descartable,Goofy_Goobers
news12750,descartable,Goofy_Goobers
news12755,descartable,Goofy_Goobers
news12757,descartable,Goofy_Goobers
news12758,descartable,Goofy_Goobers
news12760,descartable,Goofy_Goobers
news12762,descartable,Goofy_Goobers
news12771,descartable,Goofy_Goobers
news12778,descartable,Goofy_Goobers
news12784,descartable,Goofy_Goobers
news12785,descartable,Goofy_Goobers
news12797,descartable,Goofy_Goobers
news12802,descartable,Goofy_Goobers
news12807,descartable,Goofy_Goobers
news12812,descartable,Goofy_Goobers
news12816,alianza,Goofy_Goobers
news12819,descartable,Goofy_Goobers
news12827,descartable,Goofy_Goobers
news12830,descartable,Goofy_Goobers
news12832,descartable,Goofy_Goobers
news12835,descartable,Goofy_Goobers
news12838,descartable,Goofy_Goobers
news12839,descartable,Goofy_Goobers
news12845,descartable,Goofy_Goobers
news12852,descartable,Goofy_Goobers
news12856,descartable,Goofy_Goobers
news12858,descartable,Goofy_Goobers
news12859,descartable,Goofy_Goobers
news12863,descartable,Goofy_Goobers
news12864,descartable,Goofy_Goobers
news12868,descartable,Goofy_Goobers
news12870,descartable,Goofy_Goobers
news12878,descartable,Goofy_Goobers
news12883,descartable,Goofy_Goobers
news12886,descartable,Goofy_Goobers
news12889,descartable,Goofy_Goobers
news12892,descartable,Goofy_Goobers
news12896,descartable,Goofy_Goobers
news12899,descartable,Goofy_Goobers
news12902,descartable,Goofy_Goobers
news12905,descartable,Goofy_Goobers
news12914,descartable,Goofy_Goobers
news12919,descartable,Goofy_Goobers
news12925,descartable,Goofy_Goobers
news12937,descartable,Goofy_Goobers
news12944,descartable,Goofy_Goobers
news12947,descartable,Goofy_Goobers
news12948,descartable,Goofy_Goobers
news12952,descartable,Goofy_Goobers
news12955,descartable,Goofy_Goobers
news12957,descartable,Goofy_Goobers
news12966,descartable,Goofy_Goobers
news12969,descartable,Goofy_Goobers
news12970,descartable,Goofy_Goobers
news12971,descartable,Goofy_Goobers
news12977,descartable,Goofy_Goobers
news12996,descartable,Goofy_Goobers
news12998,regulación,Goofy_Goobers
news13001,descartable,Goofy_Goobers
news13003,descartable,Goofy_Goobers
news13006,descartable,Goofy_Goobers
news13008,descartable,Goofy_Goobers
news13012,descartable,Goofy_Goobers
news13013,descartable,Goofy_Goobers
news13017,descartable,Goofy_Goobers
news13022,descartable,Goofy_Goobers
news13025,descartable,Goofy_Goobers
news13029,descartable,Goofy_Goobers
news13031,descartable,Goofy_Goobers
news13032,descartable,Goofy_Goobers
news13034,descartable,Goofy_Goobers
news13036,descartable,Goofy_Goobers
news13049,descartable,Goofy_Goobers
news13051,descartable,Goofy_Goobers
news13052,descartable,Goofy_Goobers
news13053,descartable,Goofy_Goobers
news13065,descartable,Goofy_Goobers
news13066,descartable,Goofy_Goobers
news13091,descartable,Goofy_Goobers
news13094,descartable,Goofy_Goobers
news13097,descartable,Goofy_Goobers
news13098,descartable,Goofy_Goobers
news13101,descartable,Goofy_Goobers
news13103,descartable,Goofy_Goobers
news13104,descartable,Goofy_Goobers
news13105,descartable,Goofy_Goobers
news13106,descartable,Goofy_Goobers
news13120,descartable,Goofy_Goobers
news13122,descartable,Goofy_Goobers
news13133,descartable,Goofy_Goobers
news13134,descartable,Goofy_Goobers
news13137,descartable,Goofy_Goobers
news13139,reputación,Goofy_Goobers
news13144,descartable,Goofy_Goobers
